quot_id	pdf_file	page_num	quot_type	word_count	ref_hint	category	text	context_before	context_after	raw_response
Chandler 2020_p16_i1	Chandler 2020.pdf	16	inline	22			if you reject that mode of reading of a certain kind of liter-             ature, you have to repudiate a great deal else	a kind of             fervor not altogether common in Williams’s commentaries in Politics and             Lettersthatheregistersthegravityofthestakesashegrappledwithhisrec-             ognition that	(PL, p. 122).              In these comments from 1977, Williams speaks from the other side of             what he came to consider a major transformation in his relation to Rich-             ards’sp	
Chandler 2020_p17_i0	Chandler 2020.pdf	17	inline	12			we are not likely to achieve more thana limited theory of art,	tsincriticism—             asanindicationof thefurtherpromiseinherentinRichards’sproject.Until             we have lived through society’s transitional disorganization, writes Wil-             liams,	but             in the meantime Richards’s “renewed emphasis on communication is a             valuable sign of our gradual recovery of community” (CS, p. 250).              Somuchforthepositivesummar	
Chandler 2020_p17_i1	Chandler 2020.pdf	17	inline	14			renewed emphasis on communication is a             valuable sign of our gradual recovery of community	we have lived through society’s transitional disorganization, writes Wil-             liams, “we are not likely to achieve more thana limited theory of art,”but             in the meantime Richards’s	(CS, p. 250).              Somuchforthepositivesummarypoints.Asithappens,Williams’stwo             pointsofquestionalsoconcernRichards’srelationtocommunicationand             community. The second of	
Chandler 2020_p22_i0	Chandler 2020.pdf	22	inline	11			the relation between a dramatic text and a dramatic perfor-             mance	ducingDramainPerfor-             mancein1954,Williamsexplainsthatthebranchingquestionsheistrying             to answer are rooted in “the fundamental question in dramatic theory”:             What is	?32ThiswayofputtingthequestionisrelevanttoWilliams’seffort             to move beyond Richards in two related ways. First, Williams explicitly             places“text,”aquasi-fetishintheRichardsprogra	
Chandler 2020_p23_i0	Chandler 2020.pdf	23	inline	14			a total performance, which cannot be distinguished from             the work that is being performed	ndperformance,             oneinwhich“theperformancewhichitembodiesisrecorded andfinal”             (PF, pp. 5, 1). Film, in other words, is unique in the dramatic tradition             for its being	(PF, p. 1). Williams’s account of film             standsatoddswiththemedium-specificviewsthatwerebeingdeveloped             atthesametimebythelikesofAndréBazin,andWilliams’sunusualper-             s	
Da 2019_p3_i0	Da 2019.pdf	3	inline	11			Neoliberal Tools (and Archives): A Political History             of the Digital Humanities.	TherearecritiquesofCLSinplace—notablyTimothyBrennan’s“The             Digital Humanities Bust” and Danielle Allington, Sarah Brouillette, and             David Golumbia’s	4 Political and philosophical critiques of DH             have made significant contributions to our understanding of the institu-             tionaland ideological underpinnings of thesubfield, but t	
Da 2019_p9_i0	Da 2019.pdf	9	inline	14			there is a strong correlation between character gender and             verbs in the nineteenth century	level;out             ofnpossiblesharedfeatures,0.05nwillautomaticallybesignificant.Data-             mine something and you will always find significant associations.18 Their             claim that	is true by fiat, as by their definition of             correlationonecouldclaimthataboutanygroupofliteratureinanycen-             tury (“UG”). The paper does not perform a bootstrap, which means the	
Da 2019_p26_i0	Da 2019.pdf	26	inline	10			ones             that are clearly about war, or seafaring, or trade.	woodarguesthattopicmodelingisonlyusefulforliterarystudiesifitcan             find“meaningfullyambiguous”clustersinsteadof “intuitive”ones—	But that would mean             banking on instances where topic modeling isn’t working as it should.45             The truth is that “meaningfully ambiguous” clusters where unexpected             wo	
Da 2019_p33_i0	Da 2019.pdf	33	inline	10			think more about language in             agential terms (what it does),	aBadiouianquestioningof “‘theauraofthelimit,’”59“adifferentkindof             thinkingaboutthebeyond,”aJudd-Morrissey-inspired“radicalactofin-             terleaving,” something that allows us to	60 a Foucauldian “‘field of regularity,’”61             andsomethingthat“move[s]pasttheontologyofdiscourse”butalso“al-             lows for a far more nuanced sense of discursive being.”62 These inspi	
Dhaliwal 2022_p13_i0	Dhaliwal 2022.pdf	13	inline	12			must be held in order to keep it from moving or fading.	ddressingexposestheworkin-            volvedinmakingaddressesaddress.Suchworkcanfrequentlytaketheform            ofarefresh,asWendyChunargueswhenshenotesthat“memoryisanactive            process” that	47            These modes ofoperation may besomewhat technicallyfresh,but noneof            thisisuniquetocomputationalsemiotics.Afterall,theuseofaddress/addressing	
Dhaliwal 2022_p18_i0	Dhaliwal 2022.pdf	18	inline	8			First Draft of a Report on the EDVAC	onstrating the criticality of this addressability. Almost all digital computa-            tionalmediafollowsaformalorganizationplanknownasthevonNeumann            architecture. Von Neumann’s	(1945)isusuallyunderstoodtobethebedrockofstored-programelectronic            computingasweknowit.Thisisalsowherebusasacomputingconceptfirst            appeared,eventhoughthecapacityforspat	
Dhaliwal 2022_p24_i0	Dhaliwal 2022.pdf	24	inline	13			routinely read in all packets and then discard those not addressed to it,	ltheresourceprovidesitsaddress.              Correspondingly,computationaladdressabilityalsoreliesonvectors(di-            rectaddressingofmemorylocations)andnets(Ethernetcards,forexample,	Chun explains).83 Reading these systems through one another, we see that            modesofoperationsuchasthosefoundinEthernetcardsworkmuchlike            a computational authority asking	
Gavin 2018_p6_i0	Gavin 2018.pdf	6	inline	10			I . . . shall think relevant to my             subject,	ecause the muddled minds of readers provided him with an apt justifi-             cationforhisbasictechnique.Ambiguitiesaremostintuitivelygraspedas             a latent potential in the reading mind.	Empsonwrote,“anyverbalnuance,howeverslight,whichgives             room for alternative reactions to the same piece of language” (S, p. 1).             Whenanalyzingindividualpoems,heoftensuggestedaran	
Gavin 2018_p12_i0	Gavin 2018.pdf	12	inline	10			You shall know a word by the company it             keeps,	same words. Rather than turn away from meaning, Harris here offers a             statistical proxy for it. His theory was picked up and expanded upon by             Firth, whose 1957 comment,	hasbecomeatruismofcomputationalsemantics.26Theapparent             simplicityofthedistributionalhypothesisfannedenthusiasmformachine             translation, as Weaver and Erwin Reifler had proposed t	
Gavin 2018_p25_i0	Gavin 2018.pdf	25	inline	24			a sort of doctrinaire sluttishness; one is tempted to set down a             muddle in the hope that it will convey the meaning more immediately	relations they             visualize sometimesresist logicaldescription. Empson, it’s worthnoting,             anticipated something like this form. He remarked that his method pro-             motes	(S,p.236).Indeed,oneofthemanypleasuresofvector-spacemodels—as             wellasofdatavisualizationingeneral—isthepleasureofsuccumbingto             precisely this temptation.	
Gavin 2018_p27_i0	Gavin 2018.pdf	27	inline	17			one must also feel horror at the God who has deliberately reduced him             to such a condition.	ton’s God (1961), which was much             moredevotedtohiscritiqueofChristianitythanhissemantics.(Empson             arguesthat,becauseSatanis“stillcapableofbeingstruck‘stupidlygood,’”	)51 However, Brooks calls special attention to these             lines in “Milton and the New Criticism” (1951), in which he attempts to             reconcileMiltontoaparadigmthatvalorizedJohnDonne.Pa	
Gavin 2018_p27_i1	Gavin 2018.pdf	27	inline	11			of rapture, of a suspension in time, and most signifi-             cantlyofinaction,	guesthat             inMilton“evilactions...areessentiallygoodactionsmisdirected.”56Shan-             non Miller and Adam Piette have emphasized how Satan’s desiring gaze             creates a moment	57duringwhichEve’sbeauty“occasionsanabstracting             of thegaze:[Satan’s]intentcannolongerbeitself.”58Mostrecently,Tom	
