quot_id	pdf_file	page_num	quot_type	word_count	ref_hint	category	text	context_before	context_after	raw_response
Ablow 2025_p14_i1	Ablow 2025.pdf	14	inline	22	(H, p.319)	C	‘If I had not been kidnapped, my blacks might have lacked wrath to accomplish the victory to which I have led them	528 Rachel Ablow / Revenge Tragedy exactly what her historical counterpart did: she can die. To return briefly toToussaint’sruminations,evenheadmitsthatthiswarwillrequiremore than just rectitude.	(H, p.319).Thenextsectionconsiderswhatmightcomprisethis“wrath.” 3. Children The Hour andthe Man may becircumspect inits representations ofvi- olence,butoneconsequenceofthiscircumspectionisthatthefewm	"C

この引用は、歴史"
Ablow 2025_p16_i1	Ablow 2025.pdf	16	inline	10		A	the full measure of the harm you are responsible for	as been disturbed by some wrongful act.”34 This could constitute the starting pointforapoliticsorientedtowardjustice.Withintalionic cultures,Miller explains, revenge requires a careful calculation of	and a determination of what that measure is“worth.”35Again:promising.AsMilleradmits,however,forpost-talionic cultures,thisrelianceoncalculationcaneasilyspinoutofcontrol.36Hence, 34. WilliamIanMiller,	"A

このテキストは学術論"
Abu-Lughod 2020_p15_i1	Abu-Lughod 2020.pdf	15	inline	13		A	to enjoy Indigenous cul- ture and presence without feeling threatened by Indigenous sovereignty,	othing liberal multicultural inclusion, as Glen Sean Coulthard forcefully argues in Red Skin,WhiteMasks(2014).41EveninAustralia,observersnotethatwhilewel- come rituals may enable nonindigenous people	theycanmeansomethingverydifferenttothoseperformingtherite.“From thepointofviewoftraditionalowners,”writesKowal,“aWTC[Welcometo Country]canbeaquasilandclaim.”42Thepracticesareindebtedtoindig- enousage	"A

このテキストは学術書"
Abu-Lughod 2020_p24_i1	Abu-Lughod 2020.pdf	24	inline	9	(“L,”p.39)	A	celebrate the richness of Aboriginal cultures and to educatethepublic	tcalled“TheSpiritSings:ArtisticTraditionsofCanada’s FirstPeoples”attheGlenbowMuseuminCalgary,Alberta.Theexhibitwas settocoincidewiththeWinterOlympics,anditsmissionwas,accordingto Kelsey Wrightson, to	(“L,”p.39).TheobjectionwasthattheShellOilCom- panyhadbeeninvitedasthesolecorporatesponsorofthelargelygovernment- funded exhibit. Shell had been drilling since the 1950s in Lubicon territory. Thecruxof	"A

この引用は、美術館"
Abu-Lughod 2020_p24_i2	Abu-Lughod 2020.pdf	24	inline	11	(“L,”p.39)	A	the point of departure for the postcolonial project of museum reform	edaccess tomuseumcollections”(“L,”pp.40–41).Canadianmuseumsbegantoseek outIndigenousvoicestointegrateintodisplaytextsandexhibitioncuration andtohonorrequestsfromsourcecommunities.Somehavehailedthisas	(quotedin“L,”p.39).Wrightsonarguesonthecontrarythatthe“exhibition and the institutional responses it elicited can also be read as the nascent settler-colonialpoliticsofrecognitioninCanada”(“L,”p.39)a	"A

この引用は、博物館"
Abu-Lughod 2020_p26_i1	Abu-Lughod 2020.pdf	26	inline	19		A	the yellowed cards in otherwise mostly empty cases, reading ‘Temporarily removed’ or ‘On temporary exhibit at the Israel Museum,’	26 Lila Abu-Lughod / Imagining Palestine’s Alter-Natives claimslike thosenow being made byso manynative and indigenous peo- ples. Noting	sheexplainsthat“theseobjectsweretransferredlongagotoWestJerusalem’s IsraelMuseum,amongotherinstitutions”andreframedasIsraeliheritage.78 SomearchaeologicalobjectsthatappearonthewebsiteoftheIsraelMu- s	"A

この引用は、学術書"
Abu-Lughod 2020_p27_i1	Abu-Lughod 2020.pdf	27	inline	11		A	refusal of the victims to disappear and toleave the past buried.	Critical Inquiry / Autumn 2020 27 AhmadSa’dihadarguedthatthecommemorations ofthefiftiethanni- versary of the Nakba showed the	80 Now, just past the seventy-second anniversary, theembraceofthe settler-colonial framework inscholarship andthecon- comitant activation of multiple projects for and about and in the name of a Palest	"A

この引用は学術雑"
Adams 2021_p1_i1	Adams 2021.pdf	1	inline	8		C	You don’t know anything about this, do you?	outthecoronavirus pandemic oratleastaren’t communicatingtheirthoughtsabouttheissuetome.Today,Inkytheres- cuedMinpinlayonthepenultimatesteptothesecondfloorasIleanedover to address him on this subject;	Hewasbarelycommittedtotheconversation.AsIrubbedhisback, I thought about a recent call from my sister. She had called to urge me to setupasickroominourhouse,now.Now,shedirected,beforeeithermy partneror	C
Adams 2021_p1_i2	Adams 2021.pdf	1	inline	8		B	What I Learned When My Husband Got SickwithCoronavirus	havebeenthinkingoftherealpossibilities oftheneedsofanillperson.Assomeonewhoprovidedcaretoothers,shouldn’t Ihavetraversedthespacebetweentherealandthepossiblemoreeasily?A quick read of Jessica Lustig’s	couldhavejumpstartedmypriorities.1Alltheyears 1. SeeJessicaLustig,“WhatILearnedWhenMyHusbandGotSickwithCoronavirus,”New YorkTimes,24Mar.2020,www.nytimes.com/2020/03/24/magazine/coronavirus-family.html	"B

この引用は、ニュー"
Adams 2021_p2_i1	Adams 2021.pdf	2	inline	9		C	Don’t shake out the dirty clothes before washing them.	orourparentsthatmysistersandIshared,followingwhatI called“theruleofthegooddaughter,”2andherewasthefirsttestofwhata postparental caregiving situation might require. I was balking. My sister continued,	Who,Iwondered,shakesoutclothesbeforewashingthemanyway? Butsuchaspecificimage,thesickperson’sclothes,theneedtowashthem, theneedtowashyourownclothesaftertendingthesickperson,theperson standinginfrontoft	C
Adams 2021_p3_i1	Adams 2021.pdf	3	inline	18		A	It’s a quandary and an epistemological concern: can the noncaregiving world comprehend or encompass the world of caregiving?	ifweacknowledgedpartoflifeisaboutthinkingourselvestoward our own deaths, thinking ourselves toward a possible role of caregiver or care receiver? I ended my essay in Critical Inquiry with a question:	4 Lustig has seen no sign of it: It’sasifwe[herfamily]areinatimewarp,inwhichwehave acceleratedat1½timespeed,whileeveryonearoundusremainsinthe present—alreadythepasttous—andthey,blissfully,unconsciousl	"A

この引用は学術エッ"
Al-Bahloly 2020_p2_b0	Al-Bahloly 2020.pdf	2	block	55		A	Saleem Al-Bahloly is a postdoctoral scholar in the Humanities and Social Change Center at the University of California, Santa Barbara. He is working on a book about how the history of Islam has been reencountered in the practice of artists in Iraq as an archive of concepts for responding to a modern problem of meaning.	hkīliyyafīal-ʿIrāq,2vols. [Baghdad,1988],2:45). Themoodthen,inthecomplicatedpoliticalconditionsthatfollowedthebloodycoupof 1963,wasreadyforsubjectsofthiskind,whichwentbeyondthemajorsubjects—Bedouins,	scholar in the Humanities and Social Change Center at the University of California, Santa Barbara. He is working on a book about how the history of Islam has been reencountered in the practice of art	"A

この引用は、学術書"
Al-Bahloly 2020_p12_i1	Al-Bahloly 2020.pdf	12	inline	34		A	the paintings . . . stir in the soul [tathīr fī al-nafs] that powerful rhythm which recurs each year, when the remembrance of the martyrdom of al-Husayn comes around, as it does these days.	eviewshewoulddescribeforthe readerhisownexperienceofthework.InhisreviewofTheEpicoftheMar- tyr,wehavearecordoftheexperiencestagedbythepaintings,ofthestate of mind they may have aroused. He writes that	12 It seems hewassurprisedthatthepaintingscouldhavethiseffect,becausehewent on to explain that, as he was standing there in the museum’s gallery, they summoned beforehim theentire scene ofthemourning	"A

この引用は、美術評"
Al-Bahloly 2020_p13_i1	Al-Bahloly 2020.pdf	13	inline	44		A	In the paintings of this epic, I find assurance in the truth which they express [āyqanat bil-hạ qīqa ālatī ʿabarat ʿanhā], and that is the lesson of the martyr al-Husayn and his tragedy [māʾsātihi], which affirms that truth [al-hạ qīqa] cannot but tri- umph	rmofapartic- ular state of mind. Al-Zayirdescribedthatstateofmindasoneofassurance orfaithina“truth”thatheidentifieswiththe“tragedy”ofal-Husaynbutthat has become the truth of the paintings themselves.	(“M”). Writing in the first person, al-Zayir spoke for himself. But the words he used to describe his state of mind—“truth” and “tragedy”— werepartofanewcriticalvocabularythatayounggenerationofwriter	"A

この引用は、批評家"
Al-Bahloly 2020_p22_i1	Al-Bahloly 2020.pdf	22	inline	15		A	If we were to look at the literary works, which time has judged immor- talmasterpieces,	t in 1956, the same year al-Sayyab would publish his own views onthepoliticsofart.Butal-SayyabturnedawayfromMarxandSartre, to- ward a form of moral critique that he would later identify with Eliot.30	hewroteinAl-Adāb,“we’dfindthatthesecretoftheirim- mortality and their greatness lies in the fact that they take for their subject thestruggleofthehumanagainsttheforcesofevil.”31HepointedtotheOd- yssey	"A

このテキストは、引用"
Alff 2021_p2_b0	Alff 2021.pdf	2	block	43		0	David Alff is an associate professor in the English department at the Univer- sity at Buffalo. He is the author of The Wreckage of Intentions: Projects in British Culture, 1660–1730 ( 2017 ) and is writing a new book entitled Rights of Way.	ghtLinesandInfrastructuralSensibili- ties,”CriticalInquiry45[Summer2019]:861). 9. Forahistoryofthephrase’smultivalence,seeDavidAlff,“RichardSavageandthePoetry ofPublicWorks,”ELH86(Spring2019):141–45.	r in the English department at the Univer- sity at Buffalo. He is the author of The Wreckage of Intentions: Projects in British Culture, 1660–1730 (2017) and is writing a new book entitled Rights of W	"A

この引用は、学術論"
Alff 2021_p3_i1	Alff 2021.pdf	3	inline	11	(“P,” p.328)	A	flow of goods, people, or ideas . . . over space	ttemptstodrawBritaininto“universalCorrespon- dence.”10 Roads, canals, aqueducts, and harbors made distant communities correspondent—communicable and commensurate—by facilitating what Larkin calls the	(“P,” p.328).Defoeknewfirsthandthechallengeofextendingtraffic“overspace” thatcouldbeputtootheruse.Hegraspedthatuniversalcorrespondencere- quiredthereservationofsomeofthespaceitwouldsurmountsothatmove	"A

この引用は学術的文"
Alff 2021_p5_i1	Alff 2021.pdf	5	inline	15		A	broad-based understanding of perceptual consciousness, natural and built environments, and skilled engagement with the world.	Critical Inquiry / Summer 2021 629 Kramnick calls a	17 Criticscananalyzehowwordscreatetheemptinessthatallowsinfrastructure tohappenandgraspthisemptinessasanobjectofinquiryitself.Wecanprac- ticewhatLarkinperceptivelycallsa“poeticsofinfrastructure”throug	"A

この引用は学術論文"
Alff 2021_p8_i1	Alff 2021.pdf	8	inline	11	(J,p.121)	C	what lawful Occasions can we pretend to travel, or rather wanderupon?	rsdeemed vagrants could “be taken up, and pass’d backtotheirlastlegalSettlement”(J,p.121).Thislaw,oneofseveralEnglish measuresthatqualifiedpassagebydiscriminatingamongpassengers,compels Thomas to ask	(J,p.121).Headds,“theywillnotbeputoffwithWords,”im- plying that John’s claim to intractable rights would convince no one in the country(J,p.121).“IsnotflyingtosaveourLives,aLawfulOccasion!”John exclai	"C

この引用は、18世"
Alff 2021_p10_i1	Alff 2021.pdf	10	inline	11	(J,p.129)	C	went over the Fields or Roads, Path or no Path, WayornoWay,	of the law’s protection. The group feels “obligedtokeepintheRoad,”bothbecausetheypackedtheirluggageona horseandbecause they feared doing the “Countrya great deal of Damage” (J, p. 129). Where others	theLondonersatfirststicktodedicatedtracks(J,p.129). The group does not even avail itself of the off-road “outlets” that Meriton described. Such conspicuous,even anachronistic, courtesy reflects the Lo	"C

この引用はJACKSON著"
Alff 2021_p12_i1	Alff 2021.pdf	12	inline	8	(J, p. 132)	C	weshallbe- gin our March in a few Minutes	parish space.44 Sufferance empowers Walthamstow to governthe way, decideupon law’s exception, and determine when the rule oftrespassagainprevails.45 Johnofferstoproveapermanentpublicwaybyexercisingit:	(J, p. 132). This threat, a bluff given the group’s paltry numbers, defines roads by function rather than provenance. AsValerieAllenandRuthEvansobserve,“aroadisaroadwhenitallowsone tomoveonit”andnotj	C
Alff 2021_p12_i2	Alff 2021.pdf	12	inline	9		C	whether the place . . . were an highway	isaroadwhenitallowsone tomoveonit”andnotjustwhenitbecomesa“beatentrack,”thesamedis- tinctionthatMeritondrawsbetween“goodpassage”andtheearthitmolds.46 In 1671, Justice Matthew Hale likewise determined	by consulting “common reputation” rather than topo- graphicalevidence.47Ahighway,asHalesawit,welcomesalltravelers,con- nectsmarkets,andtypically“communicate[s]withagreatroad”—ahighway, inotherwords,c	"C

この引用は1671年の"
Alff 2021_p15_i1	Alff 2021.pdf	15	inline	9	(J,p.133)	C	Why should you force us out of the road?	speople“immediatelychangedtheirnote”andreturntobargaining (J,p.133).Theconstableofferstoadmitthecrewiftheyenter,thendetour “over the Fields on your Left-hand” away from the parish center (J, p. 133).	John asks, questioning Wal- thamstow’spowertorerouteacrownway(J,p.133).Undaunted,thecon- stablesweetenshisdeal:“ifyougoanotherWay,wewillsendyousomePro- visions” (J, p. 134). The word way specifies in	"C

この引用は、文学作"
Alloa 2021_p2_b0	Alloa 2021.pdf	2	block	26		A	Emmanuel Alloa is Ordinary Professor in Philosophy at the University of Fribourg. He is the author of, most recently, Partages de la perspective ( 2020 ).	its event. But a possibility is not a logical conclu- sion. As Aristotle put this a long time ago, a contingency is when several things incidentally happen to be next to each other and therefore look	r in Philosophy at the University of Fribourg. He is the author of, most recently, Partages de la perspective (2020).	A
Arnaud 2021_p9_i1	Arnaud 2021.pdf	9	inline	28	(O, p. 53)	D	natural signs that all Nations in the world use frequently in conversation for a wealth of ideas for which the sign is quicker and more expressive than speech	vations d’un sourd et muet (Observations of a Deaf and Mute) rethinks the system de- scribed by de l’Épée and divides natural signs into three categories. First, “ordinary or primitive” signs are the	(O, p. 53). According to Desloges, these signs are used by hearing people as well, even if they do notthinkorreflectuponthem,whiledeafandmutepeopleusethemcon- sciously. “Considered signs” (signes réf	"D

このテキストは、1770"
Arnaud 2021_p21_i1	Arnaud 2021.pdf	21	inline	26		A	ordinary people see writing as that which paints speech, which itself paints thought, while for deaf-mute people, writing paints sign language and sign language paints thought.	State oftheInstituteforDeaf-MutesinNancy),herecountshowheusedhistime in Paris to conduct discussions with the teachers there.44 His claims are at first very similar to those of Bébian. He writes that	45Inthereport,submittedtwoyearsafterhefoundedtheinstitute, Piroux explains how he had long sought a graphic system to facilitate the analysis of sign language and announces that he opted for “straight	"A

この引用は、聴"
Arnaud 2021_p24_i1	Arnaud 2021.pdf	24	inline	26		A	Thevocalapparatus absolutely needs the assistance of the mimicking apparatus, as it is not enough to be intellectually and morally, one must also appear to be so	Critical Inquiry / Winter 2021 295 that express thought following the line of speech.52 He considers phonetic andsigning languagestobecomplementary, stating:	(“DI,”pp.53–54).Hegoesontoemphasizetheneedforphoneticandsigning languagestostandinperfectequivalence,goingsofarastoconceivetheex- istenceof“mimicwords,”“mimicsyllables,”and“mimicvocalsandconso- nants	A
Aronowsky 2021_p6_i1	Aronowsky 2021.pdf	6	inline	16		X	the weather getting colder, and the cause possibly being fossil fuel combustion products in the atmosphere	intemperatureispartofanoldoldstoryofnatural fluctuations or is something triggered off or enhanced by pollution.”13 Rothschild’s response was to insist that Lovelock refrain from discussing the topic—	—with “non-Shell people.”14 HeencouragedLovelocktocontinuehisvisitstoNCARinorderto“monitor thework[being]done”ontheissue.15 At no point did Lovelock countenance uncertainty that these climatic trendsw	"X

**理由：**
この引"
Aronowsky 2021_p14_i1	Aronowsky 2021.pdf	14	inline	11		D	the biosphere finds it prudent to make this very large quantity	t,hecontended,thataccountedforseventyfivepercent ofthetotalchlorineintheatmosphere(withCFCsaccountingfortheother 25percent).32WithoutexplicitlyinvokingGaia,heexplainedthathefoundit “interesting” that	of such an“ozone destroyer”—implyingthat,if naturewas con- stantlyproducinganexcessofchlorine,thenperhapstherewasaGaianpur- posebehinditspresenceintheatmosphere.Elsewherethatsameyear,Love- lockelabor	"D

この引用は、科学的"
Aronowsky 2021_p15_i1	Aronowsky 2021.pdf	15	inline	19		A	weknow... that chlorine in the stratosphere comes from many other compounds be- sides fluorocarbons; it comes from natural sources	tusofcorporate PR strategy. The natural-sources argument immediately became part of Dupont’sofficialcompanyline,withDupont’sdirectorofresearchRayMc- Carthystatingasmuchduringhiscongressionaltestimony(	),34 and the possibility of theexistenceof “naturalmechanismsformaintainingozone”consistently raised in the editorials of aerosol trade publications.35 Dupont and other aerosolcompaniespursuedthetheor	A
Ayers 2021_p1_i1	Ayers 2021.pdf	1	inline	20		A	digital tools save time and do the heavy lifting by providing ready to use lesson plans, instructional materials, and assessments;	ssarilybutnothappily,allthewhilewithanirritatingchorusofcheer- leadersinthebackgroundpushingmeforward:“onlinelearningisanexcel- lent way to increase student engagement and differentiate instruction;”	“distance learning can continue delivering instruction without disruption even in events like snowdaysorthe COVID-19pandemic.”EverylineoffendswhatI knowto betrueaboutteachingandmysenseofwhatitcanachi	"A

この引用は、オンライ"
Ayers 2021_p1_i2	Ayers 2021.pdf	1	inline	14		X	distance learning can continue delivering instruction without disruption even in events like snowdaysorthe COVID-19pandemic.	way to increase student engagement and differentiate instruction;” “digital tools save time and do the heavy lifting by providing ready to use lesson plans, instructional materials, and assessments;”	EverylineoffendswhatI knowto betrueaboutteachingandmysenseofwhatitcanachieve,butwow!snow daysorCOVID-19—thatprettymuchcoversthewaterfront;wait!betteradd floodsandfiresandextremeweather. Iwasparticular	"X

理由：
この引用テ"
Ayers 2021_p4_i1	Ayers 2021.pdf	4	inline	12		C	I’m talkin’ about—Hell, Leo, I ain’t embarrassed to use the word—I’m talkin’aboutethics	iate mobster, Bernie. “I’m talkin’ about friendship,” Johnny says, andthecameralingersonthesalivaforminginthecreasesofhisthin,men- acingsmile.“I’mtalkin’aboutcharacter,”hecontinuesstructuringhiscase.	(pronouncede-tics).“WhenIfixafight,”Johnnypro- ceedsindignantly:“SayIplayathreetoonefavoritetothrowagoddamfight. Igotarighttoexpectthefighttogooffatthreetoone.”ThenBernie,the lying cheat, hears of the	"C

この引用は『ゴ"
Ayers 2021_p4_i2	Ayers 2021.pdf	4	inline	32		C	we’re back into anarchy, right back in the jungle. . . . That’s why ethics are important. It’s what separates us from the animals, from beasts of burden, beasts of prey. Ethics.	ie,the lying cheat, hears of the deal, manipulates the situation, and the “odds go straighttohell.” “Now, if you can’t trust a fix,” Johnny whines, “what can you trust?” Without ethics, he concludes,	“Do you want tokillhim?”asksLeo,cooly.“Forstarters,”Johnnyrepliesearnestly.1Johnny, Leo,Bernie—andtheTrumpmafia—areall“talkin’”aboutethics.Andthe crisisrageson. 1. Miller’sCrossing,dir.EthanCoenandJo	C
Bao 2023_p2_b0	Bao 2023.pdf	2	block	57		0	Weihong Bao is an associate professor of fi lm and media and East Asian languages and cultures at the University of California, Berkeley, and the author of, most recently, Fiery Cinema: The Emergence of an Affective Medium in China, 1915–1945 ( 2015 ).She also coedited “ Media/Climates, ” a special issue of Represen- tations ( 2022 ).	c practices of set design in 1930s and ’40s China, I show how, in 1. Forapowerfulcritique,seeAnthropoceneorCapitalocene?Nature,History,andtheCrisis ofCapitalism,ed.JasonW.Moore,(Oakland,Calif.,2016).	or of film and media and East Asian languages and cultures at the University of California, Berkeley, and the author of, most recently, Fiery Cinema: The Emergence of an Affective Medium in China, 191	"A

この引用は、WEIH"
Bao 2023_p12_i1	Bao 2023.pdf	12	inline	22	(DE, p.31)	A	Themorepermanent and influential modes of control are those which operate from moment to moment continuously without such deliberate intention on our part	iqueofFordistsoci- ety,Dewey’sefficiency-orientedapproachdoesresonatewithdiscoursesofin- dustrialmanagement.Exertedindirectlyandthroughenvironmentalengage- ment,controlhasbecomeanengineofautomaticity:	(DE, p.31). This notion of power and control is, however, complicated by Dewey’s investment in developmental theories of adaptation, employing a form of continuous exchange with environment as the ba	"A

この引用はJOHN DEW"
Bao 2023_p13_i1	Bao 2023.pdf	13	inline	30	(DE, p. 143)	A	What is called inner is simply that which does not connect with others. . . . What one is as a person is what one is as associated with others	440 Weihong Bao / Set Design Thinking resiststhelureofaself-enclosedinnerselfthatpresupposesenvironmentas homogeneous, external surroundings:	(DE, p. 143). However hard it is to shake offanenvironmentalnotionofpower,Deweyseessocialefficiencyas“so- cialization of mind” with an active interest “in making experiences more communicable;inbreak	"A

この引用は、JOHN DEW"
Bao 2023_p22_i1	Bao 2023.pdf	22	inline	10	(XDS,p.92)	A	from our alienated existence into life, and to communicate withlife	heindividualbutonacollectiveform,capableofemit- tingroarsandbellowsthatconstitutedthemasculinesublime(xiongwei)(see XDS,p.90). Forthedramatists,theseexperimentswereawaytomovepeopletolife through art,	(XDS,p.92). Thisnotionoftheateraslifeagainconnectstoedu- cation,inthiscasetothemediatedreceptionofDewey’seducationaslifein China. Dewey’s interest in the interaction between mind and environment contr	A
Bao et al 2023_p2_b0	Bao et al 2023.pdf	2	block	110		0	Weihong Bao is an associate professor of fi lm and media and East Asian lan- guages and cultures at the University of California, Berkeley, and the author of, most recently, Fiery Cinema: The Emergence of an Affective Medium in China, 1915–1945 ( 2015 ). Jacob Gaboury is an associate professor of fi lm and media at the University of California, Berkeley, and the author of Image Objects: An Archaeology of Computer Graphics ( 2021 ). Daniel Morgan is professor of ci- nema and media studies at the University of Chicago and the author of, most recently, The Lure of the Image: Epistemic Fantasies of the Moving Camera ( 2021 ).	coconstitutionofmediatechnologiesandhumansubjectswiththeirenvironment;seeBer- nardStiegler,TheFaultofEpimetheus,trans.RichardBeardsworthandGeorgeCollins,vol.1 ofTechnicsandTime(Stanford,Calif.,1998).	or of film and media and East Asian lan- guages and cultures at the University of California, Berkeley, and the author of, most recently, Fiery Cinema: The Emergence of an Affective Medium in China, 1	A
Barker 2024_p2_b0	Barker 2024.pdf	2	block	44		A	Meghanne Barker is a lecturer in the Department of Education, Practice, and Society at University College London ’ s Institute of Education. She is an edi- tor of Semiotic Review and the author of Throw Your Voice: Suspended Anima- tions in Kazakhstani Childhood (forthcoming).	waukee,Blue Line),”Craigslist,28Sep.2019,chicago.craigslist.org.WeareunabletoprovideURLstoindi- vidualmissedconnectionspostsasCraigslistremovesthemafterashortperiodoftime. 5. SeeLee,“RomanceBeckons.”	e Department of Education, Practice, and Society at University College London’s Institute of Education. She is an edi- tor of Semiotic Review and the author of Throw Your Voice: Suspended Anima- tions	A
Barker 2024_p14_i1	Barker 2024.pdf	14	inline	13		X	Ifyouarenotthewoman but think you may want to meet me for coffee also respond.	etimes suggest op- timistic cruelty, a willingness to imagine that another’s misfortune could turnoutintheauthor’sfavor.58Someadsbeginwithrecountingaspecific encounterbutthenpivottoageneralinvitation:	59 Ifthemajorityofreadersofeachpostarenottheonewithwhomthewriter actuallyconnected,thewriterpresumesthatatleastsomearereadingwiththe wish tobe addressedin sucha way, a desiretobeinterpellated as onewh	"X

この引用は、パーソ"
