work_id	title	author	canonical	jstor_count	is_hollow	is_shadow	in_ci_text	zone_type
/works/OL3801001W	Aufzeichnungen des Malte Laurids Brigge	Rainer Maria Rilke	0	11	0	1	0	shadow_absent
/works/OL276385W	The tragic muse	James, Henry	0	11	0	1	0	shadow_absent
/works/OL751154W	Der Tod des Vergil	Hermann Broch	0	11	0	1	0	shadow_absent
/works/OL113980W	The golden apples	Eudora Welty	0	11	0	1	0	shadow_absent
/works/OL41068W	The Black Cat	Poe, Edgar Allan	0	11	0	1	0	shadow_absent
/works/OL1287903W	Voyage au bout de la nuit	Louis-Ferdinand Céline	0	11	0	1	0	shadow_absent
/works/OL630884W	La Symphonie pastoral	André Gide	0	10	0	1	0	shadow_absent
/works/OL33401743W	The fruit of the tree	Edith Wharton	0	10	0	1	0	shadow_absent
/works/OL112797W	The house behind the cedars	Charles Waddell Chesnutt	0	10	0	1	0	shadow_absent
/works/OL2565782W	Roman de Tristan	Béroul	0	10	0	1	0	shadow_absent
/works/OL1388028W	The Once and Future King	White, T. H.	0	10	0	1	0	shadow_absent
/works/OL273550W	The Pit and the Pendulum	Poe, Edgar Allan	0	10	0	1	0	shadow_absent
/works/OL953426W	Gouverneurs de la rosée	Jacques Roumain	0	10	0	1	0	shadow_absent
/works/OL116335W	Let us now praise famous men	James Agee	0	10	0	1	0	shadow_absent
/works/OL93841W	Pierre et Jean	Guy de Maupassant	0	10	0	1	0	shadow_absent
/works/OL857584W	Historia de Mayta	Mario Vargas Llosa	0	10	0	1	0	shadow_absent
/works/OL12831W	The Song of the Lark	Willa Cather	0	10	0	1	0	shadow_absent
/works/OL112796W	The Conjure Woman	Charles Waddell Chesnutt	0	10	0	1	0	shadow_absent
/works/OL14867072W	Der Tod in Venedig	Thomas Mann	0	10	0	1	0	shadow_absent
/works/OL18483760W	The medieval French roman d'Alexandre ...	Alfred Foulet	0	9	0	1	0	shadow_absent
/works/OL42951134W	The novels of Jane Austen	Austen, Jane	0	9	0	1	0	shadow_absent
/works/OL14867077W	Lotte in Weimar	Thomas Mann	0	9	0	1	0	shadow_absent
/works/OL85231W	La Cousine Bette	Honoré de Balzac	0	9	0	1	0	shadow_absent
/works/OL83252W	Les femmes savantes	Molière	0	9	0	1	0	shadow_absent
/works/OL893948W	La tentation de saint Antoine	Flaubert, Gustave	0	9	0	1	0	shadow_absent
/works/OL276409W	The ivory tower	James, Henry	0	9	0	1	0	shadow_absent
/works/OL506450W	Uncle Tom's Children	Wright, Richard	0	9	0	1	0	shadow_absent
/works/OL69161W	A Modern Instance	William Dean Howells	0	9	0	1	0	shadow_absent
/works/OL81292W	The white peacock	Lawrence, D. H.	0	9	0	1	0	shadow_absent
/works/OL37208W	Autobiography of an Ex-Colored Man	James Weldon Johnson	0	9	0	1	0	shadow_absent
/works/OL82884W	A Rose for Emily	William Faulkner	0	9	0	1	0	shadow_absent
/works/OL1797341W	The Sport of the Gods	Paul Laurence Dunbar	0	9	0	1	0	shadow_absent
/works/OL20934W	Scenes of clerical life	George Eliot	0	9	0	1	0	shadow_absent
/works/OL22139353W	La mort le roi Artu	Jean Frappier	0	9	0	1	0	shadow_absent
/works/OL3352321W	The Day of the Locust	Nathanael West	0	9	0	1	0	shadow_absent
/works/OL1865528W	The Bell Jar	Sylvia Plath	0	9	0	1	0	shadow_absent
/works/OL41050W	The Masque of the Red Death	Poe, Edgar Allan	0	9	0	1	0	shadow_absent
/works/OL2227893W	Le grand Meaulnes	Alain-Fournier	0	9	0	1	0	shadow_absent
/works/OL455591W	The Old Manse	Nathaniel Hawthorne	0	9	0	1	0	shadow_absent
/works/OL44238347W	The jungle book	Kipling, Rudyard	0	8	0	1	0	shadow_absent
/works/OL37458933W	The tale of Genji	Murasaki Shikibu	0	8	0	1	0	shadow_absent
/works/OL26695W	Yvain, le Chevalier au lion	Chrétien	0	8	0	1	0	shadow_absent
/works/OL42517014W	The heart of Midlothian	Scott, Walter	0	8	0	1	0	shadow_absent
/works/OL627069W	The Real Life of Sebastian Knight	Vladimir Vladimirovich Nabokov	0	8	0	1	0	shadow_absent
/works/OL15215400W	The Poetic Principle	Poe, Edgar Allan	0	8	0	1	0	shadow_absent
/works/OL6221351W	The old wives tale	George Peele	0	8	0	1	0	shadow_absent
/works/OL24252035W	The bride of Lammermoor	Scott, Walter	0	8	0	1	0	shadow_absent
/works/OL27776452W	The Importance of Being Earnest	Oscar Wilde	0	8	0	1	0	shadow_absent
/works/OL20822W	The open boat	Crane, Stephen	0	8	0	1	0	shadow_absent
/works/OL3801007W	Die Aufzeichnungen des Malte Laurids Brigge	Rainer Maria Rilke	0	8	0	1	0	shadow_absent
/works/OL500108W	The common law	Holmes, Oliver Wendell	0	8	0	1	0	shadow_absent
/works/OL69038W	The son of Royal Langbrith	William Dean Howells	0	8	0	1	0	shadow_absent
/works/OL4459890W	The great rehearsal	Carl Van Doren	0	8	0	1	0	shadow_absent
/works/OL44047207W	Elizabeth Gaskell's Cranford	Gaskell, Elizabeth Cleghorn	0	8	0	1	0	shadow_absent
/works/OL71165W	That hideous strength	C. S. Lewis	0	8	0	1	0	shadow_absent
/works/OL41065W	The Purloined Letter	Poe, Edgar Allan	0	8	0	1	0	shadow_absent
/works/OL39379W	A Room of One's Own	Virginia Woolf	0	8	0	1	0	shadow_absent
/works/OL174477W	The Jacksonian persuasion	Marvin Meyers	0	8	0	1	0	shadow_absent
/works/OL1862186W	The last Puritan	Santayana, George	0	8	0	1	0	shadow_absent
/works/OL2100605W	Don Segundo Sombra	Ricardo Güiraldes	0	8	0	1	0	shadow_absent
/works/OL1063547W	Dernier jour d'un condamné	Victor Hugo	0	8	0	1	0	shadow_absent
/works/OL3335245W	The Catcher in the Rye	J. D. Salinger	0	7	0	1	0	shadow_absent
/works/OL1622789W	Noli Me Tangere	José Rizal	0	7	0	1	0	shadow_absent
/works/OL113974W	A curtain of green	Eudora Welty	0	7	0	1	0	shadow_absent
/works/OL498784W	The penal colony	Franz Kafka	0	7	0	1	0	shadow_absent
/works/OL276469W	What Maisie Knew	James, Henry	0	7	0	1	0	shadow_absent
/works/OL42606488W	The arrow of gold	Conrad, Joseph	0	7	0	1	0	shadow_absent
/works/OL12799W	Sapphira and the slave girl	Willa Cather	0	7	0	1	0	shadow_absent
/works/OL16581810W	The wind in the willows	Kenneth Grahame	0	7	0	1	0	shadow_absent
/works/OL82915W	Requiem for a Nun	William Faulkner	0	7	0	1	0	shadow_absent
/works/OL276397W	The Wings of the Dove	James, Henry	0	7	0	1	0	shadow_absent
/works/OL80356W	Journal d'un curé de campagne	Bernanos, Georges	0	7	0	1	0	shadow_absent
/works/OL16077441W	Un amour de Swann	Proust, Marcel	0	7	0	1	0	shadow_absent
/works/OL38750359W	An outcast of the islands	Conrad, Joseph	0	7	0	1	0	shadow_absent
/works/OL2863217W	La última niebla	María Luisa Bombal	0	7	0	1	0	shadow_absent
/works/OL41036W	Selected Prose and Poetry	Poe, Edgar Allan	0	7	0	1	0	shadow_absent
/works/OL69114W	An imperative duty	William Dean Howells	0	7	0	1	0	shadow_absent
/works/OL7863017W	The night riders	Henry Cleveland Wood	0	7	0	1	0	shadow_absent
/works/OL1890346W	Dust tracks on a road	Hurston, Zora Neale.	0	7	0	1	0	shadow_absent
/works/OL276410W	The jolly corner	James, Henry	0	7	0	1	0	shadow_absent
/works/OL1091854W	Siege of Thebes	John Lydgate	0	7	0	1	0	shadow_absent
/works/OL468451W	The last tycoon	F. Scott Fitzgerald	0	7	0	1	0	shadow_absent
/works/OL106077W	The heart of the matter	Greene, Graham	0	7	0	1	0	shadow_absent
/works/OL52114W	The War of the Worlds	H. G. Wells	0	7	0	1	0	shadow_absent
/works/OL1858636W	Voyage in the Dark	Jean Rhys	0	7	0	1	0	shadow_absent
/works/OL7920612W	Le Temps retrouvé	Proust, Marcel	0	7	0	1	0	shadow_absent
/works/OL630874W	Si le grain ne meurt	André Gide	0	7	0	1	0	shadow_absent
/works/OL16034331W	Remembrance of things past	Proust, Marcel	0	6	0	1	0	shadow_absent
/works/OL2338161W	Between the lines	King, Charles	0	6	0	1	0	shadow_absent
/works/OL19823W	Home to Harlem	McKay, Claude	0	6	0	1	0	shadow_absent
/works/OL276428W	The lesson of the master	James, Henry	0	6	0	1	0	shadow_absent
/works/OL14864448W	The member of the wedding	Carson McCullers	0	6	0	1	0	shadow_absent
/works/OL38750222W	The longest journey	E. M. Forster	0	6	0	1	0	shadow_absent
/works/OL102726W	The Works of Herman Melville	Herman Melville	0	6	0	1	0	shadow_absent
/works/OL69117W	The shadow of a dream	William Dean Howells	0	6	0	1	0	shadow_absent
/works/OL1340949W	On ne badine pas avec l'amour	Alfred de Musset	0	6	0	1	0	shadow_absent
/works/OL276379W	The spoils of Poynton	James, Henry	0	6	0	1	0	shadow_absent
/works/OL1339723W	The roaring girl	Middleton, Thomas	0	6	0	1	0	shadow_absent
/works/OL43659W	Marius the Epicurean	Walter Pater	0	6	0	1	0	shadow_absent
/works/OL1141085W	The voice of the coyote	J. Frank Dobie	0	6	0	1	0	shadow_absent
/works/OL11052070W	Le roman de Tristan	Be roul	0	6	0	1	0	shadow_absent
/works/OL7016194W	The sentimental novel in America, 1789-1860	Herbert Ross Brown	0	6	0	1	0	shadow_absent
/works/OL71164W	The pilgrim's regress	C. S. Lewis	0	6	0	1	0	shadow_absent
/works/OL4924940W	The American historical novel	Ernest Erwin Leisy	0	6	0	1	0	shadow_absent
/works/OL16720344W	Rip Van Winkle	Irving, Washington	0	6	0	1	0	shadow_absent
/works/OL30053009W	Du côté de chez Swann	Proust, Marcel	0	6	0	1	0	shadow_absent
/works/OL4459885W	The American novel	Carl Van Doren	0	6	0	1	0	shadow_absent
/works/OL1446724W	Pale horse, pale rider	Katherine Anne Porter	0	6	0	1	0	shadow_absent
/works/OL118935W	Ventre de Paris	Emile Zola	0	6	0	1	0	shadow_absent
/works/OL12827W	Shadows on the rock	Willa Cather	0	6	0	1	0	shadow_absent
/works/OL2338300W	The north Pacific	Willis Boyd Allen	0	6	0	1	0	shadow_absent
/works/OL276315W	The Aspern Papers	James, Henry	0	6	0	1	0	shadow_absent
/works/OL106081W	The Quiet American	Greene, Graham	0	6	0	1	0	shadow_absent
/works/OL37019756W	The coming race	Lytton, Edward Bulwer Lytton	0	6	0	1	0	shadow_absent
/works/OL890561W	From man to man	Olive Schreiner	0	6	0	1	0	shadow_absent
/works/OL44912W	Moments of vision	Hardy, Thomas	0	6	0	1	0	shadow_absent
/works/OL5620979W	As for me and my house	Sinclair Ross	0	6	0	1	0	shadow_absent
/works/OL1858627W	After Leaving Mr. Mackenzie	Jean Rhys	0	6	0	1	0	shadow_absent
/works/OL1168021W	Coming Up for Air	George Orwell	0	6	0	1	0	shadow_absent
/works/OL2238016W	Conversazione in Sicilia	Elio Vittorini	0	6	0	1	0	shadow_absent
/works/OL31256W	The Grass is Singing	Doris May Lessing	0	6	0	1	0	shadow_absent
/works/OL42482018W	The vicar of Wakefield	Goldsmith, Oliver	0	6	0	1	0	shadow_absent
/works/OL1066086W	Mrs. Warren's Profession	Bernard Shaw	0	6	0	1	0	shadow_absent
/works/OL1890342W	Moses, man of the mountain	Hurston, Zora Neale.	0	6	0	1	0	shadow_absent
/works/OL35386803W	Impressions of Theophrastus Such	George Eliot	0	6	0	1	0	shadow_absent
/works/OL276454W	The Figure in the Carpet	James, Henry	0	6	0	1	0	shadow_absent
/works/OL1175333W	The legend of Sir Perceval	Jessie Laidlay Weston	0	6	0	1	0	shadow_absent
/works/OL28566W	Not without laughter	Langston Hughes	0	6	0	1	0	shadow_absent
/works/OL1209288W	Im Westen nichts Neues	Remarque, Erich Maria	0	6	0	1	0	shadow_absent
/works/OL118977W	Le ventre de Paris	Emile Zola	0	6	0	1	0	shadow_absent
/works/OL8088301W	A Citizen of the World	Goldsmith, Oliver	0	6	0	1	0	shadow_absent
/works/OL81287W	The Lost Girl	Lawrence, D. H.	0	6	0	1	0	shadow_absent
/works/OL44650258W	At the back of the north wind	George Macdonald	0	6	0	1	0	shadow_absent
/works/OL1449641W	Hymnen an die Nacht	Novalis	0	5	0	1	0	shadow_absent
/works/OL136502W	Die andere Seite	Alfred Kubin	0	5	0	1	0	shadow_absent
/works/OL20112W	The  man who would be king	Kipling, Rudyard	0	5	0	1	0	shadow_absent
/works/OL106072W	The Ministry of Fear	Greene, Graham	0	5	0	1	0	shadow_absent
/works/OL38837W	The secret rose	Yeats, W. B.	0	5	0	1	0	shadow_absent
/works/OL274325W	The Concept of the Corporation	Peter F. Drucker	0	5	0	1	0	shadow_absent
/works/OL637777W	Los Pazos de Ulloa	Pardo Bazán, Emilia	0	5	0	1	0	shadow_absent
/works/OL6469344W	The golden treasury	Palgrave, Francis Turner	0	5	0	1	0	shadow_absent
/works/OL24974556W	Personal recollections of Joan of Arc	Mark Twain	0	5	0	1	0	shadow_absent
/works/OL4302986W	Blood on the forge	William Attaway	0	5	0	1	0	shadow_absent
/works/OL43269437W	Look homeward, angel	Thomas Wolfe	0	5	0	1	0	shadow_absent
/works/OL4093706W	The great Pacific war	Hector C. Bywater	0	5	0	1	0	shadow_absent
/works/OL724319W	Der Streit um den Sergeanten Grischa	Arnold Zweig	0	5	0	1	0	shadow_absent
/works/OL37268W	The making of Americans	Gertrude Stein	0	5	0	1	0	shadow_absent
/works/OL74824W	Jacques le fataliste et son maître	Denis Diderot	0	5	0	1	0	shadow_absent
/works/OL631003W	Les nourritures terrestres	André Gide	0	5	0	1	0	shadow_absent
/works/OL1184845W	Pur et l'impur	Sidonie-Gabrielle Colette	0	5	0	1	0	shadow_absent
/works/OL914625W	Peribáñez y el Comendador de Ocaña	Lope de Vega	0	5	0	1	0	shadow_absent
/works/OL42470404W	The rise of Silas Lapham	William Dean Howells	0	5	0	1	0	shadow_absent
/works/OL28612W	The quest of the silver fleece	Du Bois, W. E. B.	0	5	0	1	0	shadow_absent
/works/OL724079W	The last September	Elizabeth Bowen	0	5	0	1	0	shadow_absent
/works/OL74747W	River of earth	Still, James	0	5	0	1	0	shadow_absent
/works/OL33160518W	Death in the woods	Sherwood Anderson	0	5	0	1	0	shadow_absent
/works/OL1890339W	Tell my horse	Hurston, Zora Neale.	0	5	0	1	0	shadow_absent
/works/OL5154691W	If He Hollers Let Him Go	Chester B. Himes	0	5	0	1	0	shadow_absent
/works/OL15415W	The golden key	MacDonald, George	0	5	0	1	0	shadow_absent
/works/OL7702250W	The psycho-analytical approach to juvenile delinquency	Kate Friedlander	0	5	0	1	0	shadow_absent
/works/OL9446370W	The Wild Bird	Robins, Denise	0	5	0	1	0	shadow_absent
/works/OL276460W	Beast in the Jungle	James, Henry	0	5	0	1	0	shadow_absent
/works/OL33130007W	You can't go home again	Thomas Wolfe	0	5	0	1	0	shadow_absent
/works/OL5721423W	A Handful of Dust	Evelyn Waugh	0	5	0	1	0	shadow_absent
/works/OL23197W	The Red Pony	John Steinbeck	0	5	0	1	0	shadow_absent
/works/OL7109295W	Classical mythology and Arthurian romance	Charles Bertram Lewis	0	5	0	1	0	shadow_absent
/works/OL44683879W	The sheltering sky	Bowles, Paul	0	5	0	1	0	shadow_absent
/works/OL3297469W	The well of loneliness	Radclyffe Hall	0	5	0	1	0	shadow_absent
/works/OL51145W	It Can't Happen Here	Sinclair Lewis	0	5	0	1	0	shadow_absent
/works/OL69612W	The Secret Garden	Frances Hodgson Burnett	0	5	0	1	0	shadow_absent
/works/OL18764295W	Gargantua and Pantagruel	François Rabelais	0	5	0	1	0	shadow_absent
/works/OL18237703W	The Acts of the apostles	Wilfred Lawrence Knox	0	5	0	1	0	shadow_absent
/works/OL38085291W	The Hoosier Schoolmaster	Edward Eggleston	0	5	0	1	0	shadow_absent
/works/OL167391W	The economic novel in America	Walter Fuller Taylor	0	5	0	1	0	shadow_absent
/works/OL10335849W	Camino de perfección	Pío Baroja	0	5	0	1	0	shadow_absent
/works/OL893807W	Un coeur simple	Flaubert, Gustave	0	5	0	1	0	shadow_absent
/works/OL113981W	The robber bridegroom	Eudora Welty	0	5	0	1	0	shadow_absent
/works/OL10353586W	Imperium in imperio	Sutton E. Griggs	0	5	0	1	0	shadow_absent
/works/OL43886177W	La fille aux yeux d'or	Honoré de Balzac	0	5	0	1	0	shadow_absent
/works/OL1997116W	Black no more	George Samuel Schuyler	0	5	0	1	0	shadow_absent
/works/OL652932W	Noyers de l'Altenburg	André Malraux	0	5	0	1	0	shadow_absent
/works/OL44433443W	The pastures of heaven	John Steinbeck	0	5	0	1	0	shadow_absent
/works/OL74502W	The Iron Heel	Jack London	0	5	0	1	0	shadow_absent
/works/OL39438083W	The way we live now	Trollope, Anthony	0	5	0	1	0	shadow_absent
/works/OL14866651W	Bekenntnisse des Hochstaplers Felix Krull	Thomas Mann	0	5	0	1	0	shadow_absent
/works/OL1418251W	Tarzan of the Apes	Edgar Rice Burroughs	1	0	1	0	0	hollow_absent
/works/OL262473W	The Mystery of Cloomber	Doyle, Arthur Conan	1	0	1	0	0	hollow_absent
/works/OL13144755W	The Homeward Trail	Waldron Baily	1	0	1	0	0	hollow_absent
/works/OL5138118W	The Golden Cage	Iris Bromige	1	0	1	0	0	hollow_absent
/works/OL2107271W	Stepsons of light	Eugene Manlove Rhodes	1	0	1	0	0	hollow_absent
/works/OL109153W	The Grand Babylon Hotel	Bennett, Arnold	1	0	1	0	0	hollow_absent
/works/OL505740W	The moon and sixpence	W. Somerset Maugham	1	0	1	0	0	hollow_absent
/works/OL6926191W	The sea witch	Laing, Alexander	1	0	1	0	0	hollow_absent
/works/OL485410W	The border legion	Zane Grey	1	0	1	0	0	hollow_absent
/works/OL20163024W	The Damascus Road	Jay Parini	1	0	1	0	0	hollow_absent
/works/OL18397742W	The North Star	M. E. Henry-Ruffin	1	0	1	0	0	hollow_absent
