filename	page_num	fn_num	fn_text
Ablow 2025.pdf	15	32	"SeeJames,TheBlackJacobins,pp.74–80.Ogéwasconsidereda""mulatto,""adistinctra- cialandlegalcategoryinSaintDomingue.Jamesdiscussesthesecategoriesindetail;seeibid., pp.27–"
Ablow 2025.pdf	15	33	See,inparticular,Dayan,Haiti,History,andtheGods,p.155;Rainsford,AnHistorical AccountoftheBlackEmpireofHayti,pp.251–56;andJames,TheBlackJacobins,pp.359–60.
Ablow 2025.pdf	16	34	WilliamIanMiller,EyeforAnEye(NewYork,2007),p.4.Ontheaestheticsatisfactions ofrevenge,seeJohnKerrigan,RevengeTragedy:AeschylustoArmageddon(NewYork,1996).
Ablow 2025.pdf	16	35	Miller,EyeforanEye,p.5.Forhisdiscussionofthefuturityofrevenge,seeibid.,p.
Ablow 2025.pdf	16	36	Again,James: Themassacreofthewhiteswasatragedy;notforthewhites.Fortheseoldslave-owners, thosewhoburntalittlepowderinthearseofaNegro,whoburiedhimalivefor insectstoeat,whowerewelltreatedbyToussaint,andwho,assoonastheygotthe chance,begantheiroldcrueltiesagain;forthesethereisnoneedtowasteonetearof
Ablow 2025.pdf	17	3	Edelmanfamouslyrejectsbothsidesofthisequation,advocatingaqueeridentificationwith thedeathdriveinplaceofsuchheteronormativefuturity.
Ablow 2025.pdf	17	38	Ibid.
Ablow 2025.pdf	17	39	"HannahArendt,TheHumanCondition(1958;Chicago,1998),p.9.AsRosalynDiproseand EwaZiarekexplain,""natalityrefersto...factthathumanexistencebeginswithabirththatisnot initiatedbythebeingwhoisborn,butthatneverthelessmakesadifferencetothesocio-historical worldinwhichwefirstappear""(RosalynDiproseandEwaPolonwskaZiarek,Arendt,Natalityand Biopolitics:TowardDemocraticPluralityandReproductiveJustice[Edinburgh,2018],p.3)."
Ablow 2025.pdf	18	40	"OxfordEnglishDictionary,s.v.""revenge."""
Ablow 2025.pdf	19	41	"See""Here'sWhatTa-NehisiCoatesToldCongressAboutReparations,""NewYorkTimes, 19June2019,www.nytimes.com/2019/06/19/us/ta-nehisi-coates-reparations.html"
Ablow 2025.pdf	19	42	"SeeAlanaWise,""Rep.CoriBushIntroducesBillonReparationsforBlackAmericans,"" NPR,17May2023,www.npr.org/2023/05/17/1176753190/rep-cori-bush-introduces-bill-on-repara tions-for-black-americans"
Ablow 2025.pdf	19	43	"AdeelHassan,""WhereReparationsStandintheU.S.,""NewYorkTimes,1July2023, www.nytimes.com/2023/07/01/us/black-americans-reparations.html"
Abu-Lughod 2020.pdf	1	2	"SeeNadimN.RouhanaandAreejSabbagh-Khoury,""Settler-ColonialCitizenship:Con- ceptualizingtheRelationshipbetweenIsraelanditsPalestinianCitizens,""SettlerColonialStudies5, CriticalInquiry47(Autumn2020) ©2020byTheUniversityofChicago.00093-1896/20/4701-0001$10.00.Allrightsreserved."
Abu-Lughod 2020.pdf	3	5	"InthesettlercoloniesthatMamdanicallssuccessful,thecolonistsstayedandbecamethe majority,orattheleastimposedsovereignty.Otherimmigrantsfollowed.Thishasledtode- bateswithinsettlercolonialstudiesaboutthetensions,mostparticularlyregardingtheformerly enslavedwhowereforciblysettledintheAmericasandwhonowclaimsomeancestralrights. SeeJustinLeroy,""BlackHistoryinOccupiedTerritory:OntheEntanglementsofSlaveryand SettlerColonialism,""Theory&Event19,no.4(2016)."
Abu-Lughod 2020.pdf	4	8	"SeeBarakat,""Lifta,theNakba,andtheMuseumificationofPalestine'sHistory,""Native AmericanandIndigenousStudies5(Fall2018):1–"
Abu-Lughod 2020.pdf	4	9	"Veracini,""DefendingSettlerColonialStudies,""p."
Abu-Lughod 2020.pdf	4	10	SeeNaderaShalhoub-Kevorkian,SecurityTheology,SurveillanceandthePoliticsofFear (NewYork,2015).
Abu-Lughod 2020.pdf	4	11	"SeeSareeMakdisi,""Apartheid/Apartheid/[ ],""CriticalInquiry44(Winter 2018):304–30."
Abu-Lughod 2020.pdf	5	12	"SeeMarkRifkin,""Indigeneity,Apartheid,Palestine:OntheTransitofPoliticalMeta- phors,""CulturalCritique95(Winter2017):25–"
Abu-Lughod 2020.pdf	5	13	TheUniversityofMelbourne,AboriginalCulturalProtocolsGuidelines,murrupbarak .unimelb.edu.au/__data/assets/pdf_file/0007/2091571/Cultural_Protocols_University..pdf
Abu-Lughod 2020.pdf	6	16	"SeeIlanPappé,""Epilogue,""TheEthnicCleansingofPalestine(Oxford,2006),pp.257–81, andZochrot,""TelAvivUniversityIsAskedtoAcknowledgeItsPastandtoCommemoratethe PalestinianVillageonWhichGroundstheUniversityWasBuilt,""Aug.2003,zochrot.org/en /article/52183.ShaykhMuwannis,Jaffa,isamongthedestroyedPalestinianvillagescataloguedin WalidKhalidi,AllthatRemains:ThePalestinianVillagesOccupiedandDepopulatedbyIsraelin 1948(Washington,D.C.,1992)."
Abu-Lughod 2020.pdf	8	21	"ElizabethPovinelliarguesthatthesedemands,especiallyoperativeinAboriginalland claims,placeIndigenousAustraliansintheuntenablepositionofprovingtheirtraditionalkin tiesandattachmenttothelandwhenwhatdefinesthemmostarethetwocenturiesofdis- placementfromtheirterritories,decimationoftheirkingroupsthroughdiseaseandfrontier violence,dependencyonaninadequatestatewelfaresystemthatremovedchildrenfromtheir familiestopromoteassimilation,andthesuppressionofsomeoftheirtraditionsasmorallyab- horrenttosettlers.SeeElizabethA.Povinelli,TheCunningofRecognition:IndigenousAlterities andtheMakingofAustralianMulticulturalism(Durham,N.C.,2002).SeealsoKristinaEverett, ""WelcometoCountry...Not,""Oceania79(Mar.2009):53–64."
Abu-Lughod 2020.pdf	9	24	SeeNahlaAbdo,WomeninIsrael:Race,GenderandCitizenship(NewYork,2011),and Sa'di,ThoroughSurveillance:TheGenesisofIsraeliPoliciesofPopulationManagement,Surveil- lanceandPoliticalControlTowardsthePalestinianMinority(NewYork,2013).
Abu-Lughod 2020.pdf	9	25	"See""LabourofLove:NewApproachestoPalestinianEmbroidery,""PalestinianMuseum, Palestine,18Mar.–31Dec.2018."
Abu-Lughod 2020.pdf	9	26	"SeeTheIsraelMuseum,""FashionStatements:DecodingIsraeliDress,""www.imj.org.il /en/exhibitions/fashion-statements"
Abu-Lughod 2020.pdf	10	27	SeeRochelleA.Davis,PalestinianVillageHistories:GeographiesoftheDisplaced(Stan- ford,Calif.,2011).
Abu-Lughod 2020.pdf	10	28	"SeeMamdani,""BeyondSettlerandNativeasPoliticalIdentities:OvercomingthePoliti- calLegacyofColonialism,""ComparativeStudiesinSocietyandHistory43(Oct.2001):651–64."
Abu-Lughod 2020.pdf	11	29	"SeeEdwardW.Said,""Foreword:CherishtheMan'sCourage,""inEqbalAhmad,Con- frontingEmpire:InterviewswithDavidBarsamian(Boston,2000):xxiv–v.SeealsoAhmad,The SelectedWritingsofEqbalAhmad,ed.CarolleeBengelsdorf,MargaretCerullo,andYogesh Chandrani(NewYork,2006)."
Abu-Lughod 2020.pdf	11	30	SeeMahaNassar,BrothersApart:PalestinianCitizensofIsraelandtheArabWorld(Stan- ford,Calif.,2017).
Abu-Lughod 2020.pdf	11	31	Forarivetingaccount,seeShafiqAl-Hout,MyLifeinthePLO:TheInsideStoryofthe PalestinianStruggle,trans.HaderAl-HoutandLailaOthman,ed.JeanSaidMakdisiandMartin Asser(NewYork,2011).
Abu-Lughod 2020.pdf	12	32	"EmmaKowal,""WelcometoCountry?""MeanjinQuarterly69,no.2(2010):p.16.The projectforReconciliationAustraliathatbeganin2007tojustifytheseritualsastoolsinrecog- nizingtheconnectionbetweendispossessionanddisadvantagehasdevelopednumerouspro- gramsforgreaterinclusion;seewww.reconciliation.org.au/"
Abu-Lughod 2020.pdf	13	34	"TwomajorstudiesbyPalestinianscholarsusecolonialandsettlercolonialalmostinter- changeablytoexposethelogic(andintent)oftheformsofIsraelidominationandtospecify Palestinianinjury;seeSa'di,ThoroughSurveillance,andShalhoub-Kevorkian,SecurityTheology, SurveillanceandthePoliticsofFear.ForafocusonthetensionofIsraelasa""liberalsettler state,""seeShiraRobinson,CitizenStrangers:PalestiniansandtheBirthofIsrael'sLiberalSettler State(Stanford,Calif.,2013).Onthelinkbetweencitizenshipwithsettlercolonialism,see Tatour,""CitizenshipasDomination:SettlerColonialismandtheMakingofPalestinianCitizen- shipinIsrael,""ArabStudiesJournal27(Fall2019):8–"
Abu-Lughod 2020.pdf	13	35	Stoler,Duress,p.
Abu-Lughod 2020.pdf	13	36	Seeibid.
Abu-Lughod 2020.pdf	14	37	"SeeMahmoudDarwish,""The'RedIndian's'PenultimateSpeechtotheWhiteMan,"" trans.FadyJoudah,HarvardReview36(2009):152–"
Abu-Lughod 2020.pdf	14	38	"QuotedinIssandrElAmrani,""Arafat:'WeAreNotRedIndians,'""TheArabist,6Nov. 2004,arabist.net/blog/2004/11/6/arafat-we-are-not-red-indians.html"
Abu-Lughod 2020.pdf	14	39	"SimpsonmadethisremarkinresponsetoaremarkbyOrenYiftachelattheworkshop, ""ComparativeSettlerColonialisms,""CenterforPalestineStudiesandtheHeymanCenterfor Humanities,ColumbiaUniversity,9Apr.2015."
Abu-Lughod 2020.pdf	14	40	"SeealsoKowal,""WelcometoCountry:Acknowledgement,BelongingandWhiteAnti- Racism,""CulturalStudiesReview21(Sept.2015):173–204."
Abu-Lughod 2020.pdf	15	44	"Everett,""WelcometoCountry...Not,""p."
Abu-Lughod 2020.pdf	15	45	"See""UluruStatementfromtheHeart,""www.referendumcouncil.org.au/final-report .html#toc-anchor-ulurustatement-from-the-heart"
Abu-Lughod 2020.pdf	15	46	"SeeAudraSimpson,""'WeareNotRedIndians'(WeMightallBeRedIndians): AnticolonialSovereigntyAcrosstheBordersofTime,PlaceandSentiment,""lecture,Interna- tionalCongressofCriticalGeography,Ramallah,Palestine,2July2015."
Abu-Lughod 2020.pdf	16	48	SeeSimpson,MohawkInterruptus:PoliticalLifeAcrosstheBordersofSettlerStates(Dur- ham,N.C.,2014),andCoulthard,RedSkin,WhiteMasks.
Abu-Lughod 2020.pdf	16	49	"Rifkin,""Indigeneity,Apartheid,Palestine,""pp.28,56,"
Abu-Lughod 2020.pdf	16	50	"Simpson,""'WeareNotRedIndians'(WeMightallBeRedIndians)."""
Abu-Lughod 2020.pdf	17	51	"StevenSalaitahasmaderelatedargumentsabouttheimportanceofAmericanIndian StudiestoPalestineStudiesandthemorecrucialmatterofmutualrecognitionandsolidarity inthepresent.""NativesarenotadefeatedprecursortoimpendingPalestiniandispossession butcontemporaneousagentswhodirectlyinformtheconditionsofPalestine,justasPales- tiniansdirectlyinformtheconditionsofIndiancountry""(StevenSalaita,Inter/Nationalism:De- colonizingNativeAmericaandPalestine[Minneapolis,2017],p.163)."
Abu-Lughod 2020.pdf	17	52	"SeeSaid,""ZionismfromtheStandpointofItsVictims,""SocialText1(Winter1979):7–"
Abu-Lughod 2020.pdf	17	53	"QuotedinHaiaDakwar,""Israel'sArabMinorityRalliesagainstNewNation-StateLaw,"" Reuters,11Aug.2018,www.reuters.com/article/us-israel-politics-law-protests-idUSKBN1KW0KP"
Abu-Lughod 2020.pdf	18	54	SeeParthaChatterjee,IAmthePeople:ReflectionsonPopularSovereigntyToday(New York,2020).
Abu-Lughod 2020.pdf	18	55	BesharaDoumani,lecture,CenterforPalestineStudies,ColumbiaUniversity,New York,22Feb.2018.
Abu-Lughod 2020.pdf	18	56	"SeeChiaraDeCesari,""AnticipatoryRepresentation:BuildingthePalestinianNation (-State)throughArtisticPerformance,""StudiesinEthnicityandNationalism12,no.1(2012): 82–100."
Abu-Lughod 2020.pdf	19	57	"HananToukan,""ThePalestinianMuseum,""RadicalPhilosophy2,n.s.(Dec.2018):16, www.radicalphilosophy.com/article/the-palestinian-museum.Fornativeplantsandcolonialism, seeTomazMastnak,JuliaElyachar,andTomBoellstorff,""BotanicalDecolonization:Rethinking NativePlants,""EnvironmentandPlanningD:SocietyandSpace32,no.2(2014):363–"
Abu-Lughod 2020.pdf	19	58	JardanehacceptedtheprizeonbehalfofthePalestinianMuseumwhenitreceivedthe 2019AgaKhanAwardforArchitecture.
Abu-Lughod 2020.pdf	19	59	IbrahimAbu-Lughodetal.,PalestinianMemoryMuseummissionstatementprepared fortheMu'assasatal-ta'awunal-filistiniyya(WelfareAssociation),2000,p.
Abu-Lughod 2020.pdf	19	60	Seeibid.
Abu-Lughod 2020.pdf	20	62	ThisphasesawtheprofessionalizationoftheprojectanditsengagementofaLondon- basedprofessionalmuseumconsultingfirmtoreplacethededicatedbutlessexperiencedPales- tinianteamthathadfirstenvisionedthemuseum'scontents,purpose,andarchitecture(antiq- uitiesandculturalartifactsshowingthelongduréeofPalestinian'sartisticachievementsand informativecommemorationsofthekeyhistoricaleventsinPalestinians'experiences,all presentedinabuildingdesignedbyJafarTukanthatfollowedtheoutlinesoftraditionalPales- tinianstonehouses).
Abu-Lughod 2020.pdf	20	63	"CulturalInnovationsLimited,""MuseologicalStrategicPlan,""London,Nov.2010,p.6."
Abu-Lughod 2020.pdf	21	67	"Thewisdomofdevelopingapermanentcollectionisstillbeingdebated,eventhough thisisbydefinitionafunctionofmuseums.ForthehistoryoflootingofPalestinianarchives, bothpre-1948andpost,andanaccountoftheextensivePalestinianmaterialnowheldinIsraeli militaryarchives,seeRonaSela,""TheGenealogyofColonialPlunderandErasure—Israel's ControloverPalestinianArchives,""SocialSemiotics28,no.2(2018):201–29and""SeizedinBei- rut:ThePlunderedArchivesofthePalestinianCinemaInstitutionandCulturalArtsSection,"" AnthropologyoftheMiddleEast12(Summer2017):83–114.ForPalestinianbooksandlibraries ""'abandoned'""in1948,seeGishAmit,""OwnerlessObjects?TheStoryoftheBooksPalestinians LeftBehindin1948,""JerusalemQuarterly33(2008):7–20."
Abu-Lughod 2020.pdf	22	68	"SeeCulturalInnovationsLimited,""MuseologicalStrategicPlan."""
Abu-Lughod 2020.pdf	22	69	"HananToukan,""ThePalestinianMuseum,""p.18.LaraKhaldi,""TheFugitiveObject andtheHollowMuseum""(master'sthesis,EuropeanGraduateSchool,2015)addressesmore pessimisticallythesignificanceoftheproliferationofPalestinianmuseumprojects."
Abu-Lughod 2020.pdf	22	70	"ThePalestinianMuseum,""IntimateTerrains:RepresentationsofaDisappearingLand- scape,""www.palmuseum.org/ehxibitions/intimate-terrains-representations-of-a-disappearing -landscape"
Abu-Lughod 2020.pdf	23	71	InApril2018,forexample,thePalestineMuseumUSAopenedinabusinessparkin Connecticut,theprojectofasinglededicatedPalestinianentrepreneur.TheMuseumofthe PalestinianPeoplefoundahomeinWashingtonD.C.in2017butbeganasatravelingexhibit in2015.
Abu-Lughod 2020.pdf	23	72	SeeDeCesari,HeritageandtheCulturalStruggleforPalestine(Stanford,Calif.,2019), pp.21–22.
Abu-Lughod 2020.pdf	24	73	SeeCoulthard,RedSkin,WhiteMasks.
Abu-Lughod 2020.pdf	25	76	SeeDeCesari,HeritageandtheCulturalStruggleforPalestine.Thiswasnotthefirstmu- seuminJerusalem—TheImperial(Ottoman)Museumhadopenedin1903,andCharlesAshbee andthePro-JerusalemSocietyestablishedamuseumattheCitadelintheearly1920s;seeThe OtherJerusalem:RethinkingtheHistoryoftheSacredCity,ed.RashidKhalidiandSalimTamari (Washington,D.C.,2020).
Abu-Lughod 2020.pdf	25	77	"SeeJamesClifford,""FourNorthwestCoastMuseums,""inExhibitingCultures:ThePoet- icsandPoliticsofMuseumDisplay,ed.IvanKarpandStevenD.Lavine(Washington,D.C., 1991),p.225."
Abu-Lughod 2020.pdf	26	8	"C I u n lt a ur J a u l ly Pr2o0p0e7rt r y es i e n ar t c h h e p E a v p e e n r t p o r f o A d r u m ce e d d f C or on th fl e ic S t . a D nd an o i t e h l e A r b r r e a l h ev a a m nt C c e o n n t v e e r n f t o io r n In s; te s r e - e nationalandRegionalStudies,theestimategivenofthenumberofsitesexcavatedintheWest BankandgreaterEastJerusalembyIsraeliarchaeologistssince1967isaboutninehundred. TheynotethattheStaffOfficerpresentsIsraelipolicyas""consistentwiththestipulationsof theHagueConventions""and""devotedtotheprotectionandsalvageofantiquitiesthreatened withdestructionduetolooting,construction,militaryoperationsetc.,""buttheyalsonotethe contradictoryloanpolicies(RaphaelGreenbergandAdiKeinan,ThePresentPastoftheIsraeli- PalestinianConflict:IsraeliArchaeologyintheWestBankandEastJerusalemsince1967[TelAviv, 2007],pp.17–18).SeealsoAbuEl-Haj,FactsontheGround."
Abu-Lughod 2020.pdf	27	80	"Sa'di,""ReflectionsonRepresentation,History,andMoralAccountability,""inNakba, p.286."
Adams 2021.pdf	1	1	"SeeJessicaLustig,""WhatILearnedWhenMyHusbandGotSickwithCoronavirus,""New YorkTimes,24Mar.2020,www.nytimes.com/2020/03/24/magazine/coronavirus-family.html CriticalInquiry47(Winter2021) ©2021byTheUniversityofChicago.00093-1896/21/47S2-0001$10.00.Allrightsreserved."
Adams 2021.pdf	3	3	"SeeCentersforDiseaseControlandPrevention,""CaringforSomeoneSickatHome:Advice forCaregiversinNon-HealthcareSettings,""8May2020,www.cdc.gov/coronavirus/2019-ncov /if-you-are-sick/care-for-someone.html"
Adams 2021.pdf	3	4	"Adams,""TowardsaPhilosophyofCarethroughCaregiving,""p."
Adams 2021.pdf	3	5	"Lustig,""WhatILearnedWhenMyHusbandGotSickwithCoronavirus."""
Al-Bahloly 2020.pdf	1	1	"RalphWaldoEmerson,""AnAddress,""inTheEssentialWritingsofRalphWaldoEmerson, ed.BrooksAtkinson(NewYork,2000),p."
Al-Bahloly 2020.pdf	1	2	"Hibatal-Dīnal-H(cid:1)usaynīal-Shahrastānī,Nahdạtal-H(cid:1)usayn(1925;Karbala,1969),pp.47– 48;hereafterabbreviatedN. Correction:Aftertheissuewenttopress,""word""waschangedto""concept""inthesecondparagraph onp."
Al-Bahloly 2020.pdf	1	90	CriticalInquiry47(Autumn2020) ©2020byTheUniversityofChicago.00093-1896/20/4701-0004$10.00.Allrightsreserved.
Al-Bahloly 2020.pdf	3	4	"ReinhartKoselleck,""ModernityandthePlanesofHistoricity,""FuturesPast:Onthe SemanticsofHistoricalTime(NewYork,2004),p.12.Themessianictimeofleft-wingpolitics wasnottheonlytimeintheyearsbefore1963asSaraPursleyhastriedtoshowinabookthat appliesKoselleck'shistoriographiccategoriesofexperienceandexpectationtothemodern historyofIraq;seeSaraPursley,FamiliarFutures:Time,Selfhood,andSovereigntyinIraq (Stanford,Calif.,2019)."
Al-Bahloly 2020.pdf	4	2	"KadhimHaidar,""AnImpenetrableShield,""fromTheEpicoftheMartyr,1965.Oil oncanvas,76×102cm.Ramzi&SaedaDalloulArtFoundation,Beirut.(Photo:MeemGallery.)"
Al-Bahloly 2020.pdf	5	4	KadhimHaidar,[individualtitlelost],fromTheEpicoftheMartyr,1965.Oil oncanvas,65×80cm.Privatecollection,London.(Photo:AndyBarklem.) 80
Al-Bahloly 2020.pdf	6	6	"KadhimHaidar,""Fatigued,TenHorsesConversewithNothing,""fromTheEpicof theMartyr,1964.Oiloncanvas,91×127cm.BarjeelArtFoundation,Sharjah.(Photo:MeemGallery.) 81"
Al-Bahloly 2020.pdf	8	5	"See'ĀmarMūsa,""Jawlafīma'rid,̣""al-Thawraal-Arabiyya,Baghdad,21Feb.1965."
Al-Bahloly 2020.pdf	8	6	SeeʿAbdal-Ridạ̄ AlKāshifal-Ghitạ̄',al-Ānwāral-hụsaynīyyawaal-shʿāʾiral-islāmīyya (Bombay,1928),pp.72–
Al-Bahloly 2020.pdf	8	7	"""Theysay,'WehavekilledJesustheMessiah,sonofMary,messengerofGod.'Andthey didnotkillnordidtheycrucifyhimbutrathertheykilledandcrucifiedasemblancethat appearedtothemtobeJesus[shubbihlahum]""(Sūratal-Nisāʾ4:157)."
Al-Bahloly 2020.pdf	8	8	SeeSạhị̄ḥal-Bukhārī4980,book66,hadith2.
Al-Bahloly 2020.pdf	11	10	"QuotedinSuhailʾĀslān,""KādhimHaydir:Simphoniyyaal-ālwān,""al-Jumhūriyya, 26Apr.1965.TheexhibitionpamphletincludedanEnglishtranslationbyJabraIbrahimJabra; thattranslationhasbeenlostwiththeexceptionofoneline—""Fatigued,TenHorsesConverse withNothing""—whichhadbeeninscribedonthebackofapaintingboughtbytheAmerican architectLouisA.McMillen."
Al-Bahloly 2020.pdf	12	11	"See,forinstance,Ānwaral-Ghassānī,""KāzịmH(cid:1)aidar:fīmalhạmatal-shahīd,""Al-Thawra al-Arabiyya,7May1965;SuhailAslān,""KāzịmHaidar:simfuniyyaal-ālwān,""Al-Jumhūriyya, 26Apr.1965;andSaʿadūnFādḷ,""Malhạmatal-Shahīd:ʿawālimtamtazajfīhāāsātị̄rradūdal-faʿl al-ʿātịfiyyabi-wāqaʿiyyaal-tārīkhal-mawdụ̄ʿī,""al-Balad,28Apr.1966."
Al-Bahloly 2020.pdf	12	12	"Ibrahimal-Zayir,""Maʿriḍkāmilʿanmāʾsātal-hụ sayn,""al-Thawraal-Arabiyya,9May 1965;hereafterabbreviated""M."""
Al-Bahloly 2020.pdf	13	13	Foranauthoritativeaccountoftheseevents,seeHannaBatatu,TheOldSocialClasses andtheRevolutionaryMovementsofIraq:AStudyofIraq'sOldLandedandCommercialClasses andofItsCommunists,Ba`thistsandFreeOfficers(Princeton,N.J.,1978),pp.861–965.
Al-Bahloly 2020.pdf	14	15	Foranintelligentanalysisoftheeffectsof1963onthepoliticallifeofIraq,thoughone withliberalassumptions,seeKananMakiya,TheRepublicofFear:ThePoliticsofModernIraq (Berkeley,1998).Foritseffectontheintellectuallifeofthecountry,seeFādhilal-ʿAzzāwī, al-Rūhal-haya:Jīlal-sitīnātfīal-ʿIrāq(Damascus,1997).
Al-Bahloly 2020.pdf	14	16	"SeeKarlMarx,""ContributiontotheCritiqueofHegel'sPhilosophyofRight:Introduc- tion,""TheMarx-EngelsReader,ed.RobertTucker(NewYork,1972),p.60."
Al-Bahloly 2020.pdf	15	3	Thepractice of modernartin Baghdad, as inother parts oftheArabic- speakingMiddleEast,hasitsoriginsintheOttomanWarCollegeinIstanbul, where,aspartofthereformstomilitaryeducationenactedinthenineteenth century,officersweretrainedinthetechniquesoflandscapepainting.After
Al-Bahloly 2020.pdf	16	17	"Icharacterizethisperiodintermsofaproblemofrepresentation.Thearthistorian NadaShabouthascharacterizedthesameperiodinotherterms,asdefinedbytheproblemof differenceinNadaShabout,ModernArabArt:FormationofArabAesthetics(Gainesville,Fla., 2007);morerecently,however,shehascometounderstandthisproblemofdifferenceinrela- tiontoa""globalcrisisofrepresentation,withthecircumstancesofthatcrisis,thespecific formsittakes,andtheartisticsolutionsdevisedtorespondtoitvaryingfromonepartofthe worldtoanother""(Shabout,""ADialoguewithModernism,""inDiaal-Azzawi:ARetrospective from1963untilTomorrow[Mathaf,2018],p.19)."
Al-Bahloly 2020.pdf	17	18	"Forafullaccount,seeSaleemAl-Bahloly,""HistoryRegained:AModernArtistinBagh- dadEncountersaLostTraditionofPainting,""Muqarnas35(2018):229–"
Al-Bahloly 2020.pdf	17	19	"JewadSelim,""al-Tajdīdfīal-rasmal-hạdīth,""Sạdāal-ahālī,23Apr.1951."
Al-Bahloly 2020.pdf	18	20	SeeBatatu,TheOldSocialClasses,pp.645–
Al-Bahloly 2020.pdf	18	21	Batatu,TheOldSocialClasses,p.134;onthismigration,seepp.119–47.
Al-Bahloly 2020.pdf	19	9	KadhimHaidar,Workers(al-Āidīminal-rīf),1955.NationalMuseumof ModernArt,Baghdad.(Photo:Diaal-Azzawi.)
