ol_work_key	ol_title	ol_author_name	goodreads_work_id	title_match_type	combined_identity_status	resolved_gr_name	resolved_ol_name	resolved_person_qid	cross_source_corroborated	newly_resolved_by_wikidata	goodreads_candidate_count	goodreads_id_consistent	generic_author_identity	promotion_eligible	proposed_resolution_status
/works/OL1098485W	The Lord Fish	De la Mare, Walter	1283098	BOOK_FULL	SAME_PERSON_OL_DIRECT	Walter de la Mare	Walter De la Mare		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1098489W	Best stories of Walter de la Mare	De la Mare, Walter	1038678	WORK_FULL	SAME_PERSON_OL_DIRECT	Walter de la Mare	Walter De la Mare		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1098492W	Desert islands and Robinson Crusoe	De la Mare, Walter	1625834	WORK_FULL	SAME_PERSON_OL_DIRECT	Walter de la Mare	Walter De la Mare		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1098501W	Memoirs of a midget	De la Mare, Walter	5836	WORK_FULL	SAME_PERSON_OL_DIRECT	Walter de la Mare	Walter De la Mare		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL111597W	Dance Upon the Air	Robertson, Eleanor Marie	58217	WORK_FULL	SAME_PERSON_OL_DIRECT	Nora Roberts	Nora Roberts	Q231356	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL114610W	The secrets of Dr. Taverner	Violet M. Firth	684204	WORK_FULL	SAME_PERSON_OL_ALIAS	Dion Fortune	Dion Fortune		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL11619993W	The Case with Nine Solutions	Alfred W Stewart	17345804	WORK_FULL	SAME_PERSON_OL_ALIAS	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL11619999W	Nordenholt's Million	Alfred W Stewart	6327013	WORK_FULL	SAME_PERSON_OL_ALIAS	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL11676542W	Arthurian romances	Chrétien	438235	BOOK_FULL	SAME_PERSON_OL_DIRECT	Chretien de Troyes	Chrétien de Troyes		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL117003W	Letters from Egypt	Duff Gordon, Lucie	27501475	BOOK_FULL	SAME_PERSON_OL_ALIAS	Lady Lucie Duff Gordon	Lady Lucie Duff-Gordon | Lady Lucie Duff Gordon		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1196382W	The Case of the Abominable Snowman	C. Day Lewis	1801646	WORK_FULL	SAME_PERSON_OL_ALIAS	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1196407W	The smiler with the knife	C. Day Lewis	1801654	WORK_FULL	SAME_PERSON_OL_ALIAS	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1196409W	Thou Shell of Death	C. Day Lewis	1801658	WORK_FULL	SAME_PERSON_OL_ALIAS	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1196426W	Minute for murder	C. Day Lewis	701685	WORK_FULL	SAME_PERSON_OL_ALIAS	Nicholas Blake	NICHOLAS BLAKE | Nicholas Blake | nicholas blake		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL123816W	Raintree County	Ross Lockridge	249300	WORK_FULL	SAME_PERSON_OL_ALIAS	Ross Lockridge Jr.	Ross Lockridge Jr. | Ross Lockridge,Jr		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1238544W	Death of an Author	Cecil John Charles Street	491542	WORK_FULL	SAME_PERSON_OL_ALIAS	John Rhode	John Rhode | John RHODE | john rhode		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1344552W	Ditte, daughter of Man	Martin Andersen Nexø	49543967	BOOK_FULL	SAME_PERSON_OL_ALIAS	Martin Andersen Nexo	Martin Andersen Nexo | Martin Andersen Nexö		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1347392W	Some flowers	Sackville-West, V.	1801875	WORK_FULL	SAME_PERSON_OL_DIRECT	Vita Sackville-West	Vita Sackville-West		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL136128W	Trips to the Moon	Lucian	3593172	BOOK_FULL	SAME_PERSON_OL_DIRECT	Lucian of Samosata	Lucian of Samosata		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL14848908W	Marbleface	Frederick Schiller Faust	4472498	WORK_FULL	SAME_PERSON_OL_ALIAS	Max Brand	Max Brand (pseud.)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL14848923W	Singing guns	Frederick Schiller Faust	4496633	WORK_FULL	SAME_PERSON_OL_ALIAS	Max Brand	Max Brand (pseud.)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL14848954W	The man from Mustang	Frederick Schiller Faust	4732881	BOOK_FULL	SAME_PERSON_OL_ALIAS	Max Brand	Max Brand (pseud.)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL14848971W	The border kid	Frederick Schiller Faust	5565415	BOOK_FULL	SAME_PERSON_OL_ALIAS	Max Brand	Max Brand (pseud.)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL14848973W	The fighting four	Frederick Schiller Faust	6901381	BOOK_FULL	SAME_PERSON_OL_ALIAS	Max Brand	Max Brand (pseud.)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL15053780W	Within the hollow crown	Margaret Campbell	3401709	WORK_FULL	SAME_PERSON_OL_ALIAS	Margaret Campbell Barnes	Margaret Campbell Barnes		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL15096909W	Spill the jackpot!	Erle Stanley Gardner	3275095	WORK_FULL	SAME_PERSON_OL_ALIAS	A.A. Fair	A. A. Fair | A.A.Fair | A A.Fair | A.A. FAIR | a.a. fair | a. a. fair | A.A. Fair		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1513720W	Tom Swift and his Motor Cycle	Howard Roger Garis	1635593	BOOK_FULL	SAME_PERSON_OL_ALIAS	Victor Appleton	Victor Appleton		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1517841W	Young Woodley	Van Druten, John	14062494	BOOK_FULL	SAME_PERSON_OL_DIRECT	John Van Druten	John Van Druten		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL15411681W	Such Is Love	Cook, Ida	5287468	WORK_FULL	SAME_PERSON_OL_DIRECT	Mary Burchell	Mary Burchell	Q327958	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL154592W	Despised & Rejected	Eunice Buckley	1736633	BOOK_FULL	SAME_PERSON_OL_ALIAS	A.T. Fitzroy	A. T. Fitzroy		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL156859W	My lady of Cleves	Margaret Campbell	3030503	WORK_FULL	SAME_PERSON_OL_ALIAS	Margaret Campbell Barnes	Margaret Campbell Barnes		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL156861W	Brief gaudy hour	Margaret Campbell	2824134	WORK_FULL	SAME_PERSON_OL_ALIAS	Margaret Campbell Barnes	Margaret Campbell Barnes		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL16278676W	Luke Walton	Horatio Alger	1905248	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL16733201W	The autocrat of the breakfast table	Holmes, Oliver Wendell	769797	WORK_FULL	SAME_PERSON_OL_DIRECT	Oliver Wendell Holmes Sr.	Oliver Wendell Holmes, Sr.		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL16816W	The smoky years	Alan Le May	894560	WORK_FULL	SAME_PERSON_OL_ALIAS	Alan LeMay	Alan LeMay		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL16840717W	Luke Walton	Horatio Alger	1905248	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL16864280W	Rupert's ambition	Horatio Alger	7016570	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL16885765W	Struggling upward, or, Luke Larkin's luck	Horatio Alger	1245729	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL17006005W	Adrift in New York	Horatio Alger	9807615	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL17221584W	Love Made The Choice	Cook, Ida	5287454	WORK_FULL	SAME_PERSON_OL_DIRECT	Mary Burchell	Mary Burchell	Q327958	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL17962919W	Deeper the Heritage	Muriel Elwood (1902 - 1976)	13459438	BOOK_FULL	SAME_PERSON_OL_DIRECT	Muriel Elwood	Muriel Elwood (1902 - 1976)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL18535782W	The quiet light	De Wohl, Louis	977653	BOOK_FULL	SAME_PERSON_OL_DIRECT	Louis de Wohl	Louis De Wohl		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1878326W	The best go first	O'Rourke, Frank	17485343	BOOK_FULL	SAME_PERSON_OL_ALIAS	Frank O'Malley	Frank O'Malley		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1898307W	The 500 hats of Bartholomew Cubbins	Ted Geisel	1088828	WORK_FULL	SAME_PERSON_OL_DIRECT	Dr. Seuss	Dr. Seuss		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL194963W	A Minor Operation	Alfred W Stewart	24022278	WORK_FULL	SAME_PERSON_OL_ALIAS	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1952565W	Pal Joey	O'Hara, John	1453973	BOOK_FULL	SAME_PERSON_OL_DIRECT	John O'Hara	John O'Hara		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1952569W	Butterfield 8	O'Hara, John	1768442	WORK_FULL	SAME_PERSON_OL_DIRECT	John O'Hara	John O'Hara		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1952570W	Appointment in Samarra	O'Hara, John	2555382	WORK_FULL	SAME_PERSON_OL_DIRECT	John O'Hara	John O'Hara		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL1992206W	Other Voices, Other Rooms	Truman Streckfus Persons	2222705	WORK_FULL	SAME_PERSON_OL_DIRECT	Truman Capote	Truman Capote		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL20030246W	Death in the Tunnel	Cecil John Charles Street	46015103	BOOK_FULL	SAME_PERSON_OL_ALIAS	Miles Burton	Miles Burton | miles burton		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	26229987	BOOK_FULL	SAME_PERSON_WIKIDATA	Samuel Bjork	Samuel Bjørk	Q11970358	False	True	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL22124574W	Murder in the Maze	Alfred W Stewart	15735365	WORK_FULL	SAME_PERSON_OL_ALIAS	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL22133683W	The Milk-churn Murder	Cecil John Charles Street	25403167	BOOK_FULL	SAME_PERSON_OL_ALIAS	Miles Burton	Miles Burton | miles burton		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL22141136W	Phil the fiddler, or, The story of a young street musician	Horatio Alger	1111179	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2254120W	The story of the other wise man	Van Dyke, Henry	2757985	WORK_FULL	SAME_PERSON_OL_DIRECT	Henry Van Dyke	Henry van Dyke		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341561W	Bound to rise, or, Up the ladder	Horatio Alger	3625489	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341588W	Ralph Raymond's heir	Horatio Alger	505026	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341609W	The young circus rider, or, The mystery of Robert Rudd	Horatio Alger	3612451	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341638W	Phil, the fiddler, or, The story of a young street musician	Horatio Alger	1111179	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341701W	Adrift in New York	Horatio Alger	9807615	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341702W	Brave and Bold	Horatio Alger	3569659	BOOK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341708W	The Cash Boy	Horatio Alger	709448	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2341710W	Driven from Home	Horatio Alger	903432	WORK_FULL	SAME_PERSON_OL_DIRECT	Horatio Alger Jr.	Horatio Alger, Jr.	Q453251	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2343319W	The trail of the lonesome pine	Fox, John	2953130	WORK_FULL	SAME_PERSON_OL_DIRECT	John Fox Jr.	John Fox Jr.	Q1700099	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2343322W	The heart of the hills	Fox, John	3251326	WORK_FULL	SAME_PERSON_OL_DIRECT	John Fox Jr.	John Fox Jr.	Q1700099	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL241901W	Sergeant Michael Cassidy, R. E	H. C. McNeile	2938278	BOOK_FULL	SAME_PERSON_OL_ALIAS	Sapper	Sapper | Sapper (H. C. McNeile) | sapper		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL241903W	The black gang	H. C. McNeile	6292327	WORK_FULL	SAME_PERSON_OL_ALIAS	Sapper	Sapper | Sapper (H. C. McNeile) | sapper		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL241905W	Temple tower	H. C. McNeile	17067418	WORK_FULL	SAME_PERSON_OL_ALIAS	Sapper	Sapper | Sapper (H. C. McNeile) | sapper		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459814W	The Picts and the Martyrs or, Not welcome at all	John Arthur Ransome Marriott	2363175	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459820W	The Big Six	John Arthur Ransome Marriott	1674375	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459822W	Bohemia in London	John Arthur Ransome Marriott	1795370	BOOK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459824W	Missee Lee	John Arthur Ransome Marriott	374488	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459825W	Coot Club	John Arthur Ransome Marriott	1983338	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459826W	Great Northern?	John Arthur Ransome Marriott	374480	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459827W	Secret water	John Arthur Ransome Marriott	2363186	BOOK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459828W	Winter holiday	John Arthur Ransome Marriott	1309791	BOOK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459832W	We didn't mean to go to sea	John Arthur Ransome Marriott	1080244	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459834W	Swallowdale (Swallows and Amazons #2)	John Arthur Ransome Marriott	1309797	BOOK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459836W	Old Peter's Russian tales	John Arthur Ransome Marriott	2131250	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2459837W	Swallows and Amazons	John Arthur Ransome Marriott	231599	WORK_FULL	SAME_PERSON_OL_ALIAS	Arthur Ransome	Arthur Ransome | Arthur (1884-1967) Ransome | ARTHUR RANSOME | Arthur RANSOME | arthur ransome		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL250970W	Vedanta Philosophy	Abhedananda	9410215	BOOK_FULL	SAME_PERSON_OL_DIRECT	Abhedananda (Swami.)	Abhedananda		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL261183W	The King's Stilts	Ted Geisel	101748	BOOK_FULL	SAME_PERSON_OL_DIRECT	Dr. Seuss	Dr. Seuss		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL26695W	Yvain, le Chevalier au lion	Chrétien	138035	BOOK_FULL	SAME_PERSON_OL_DIRECT	Chretien de Troyes	Chrétien de Troyes		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2746368W	The Valley of Horses	Untinen Auel, Jean Marie	630903	WORK_FULL	SAME_PERSON_OL_DIRECT	Jean M. Auel	Jean M. Auel		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL28612W	The quest of the silver fleece	Du Bois, W. E. B.	2420207	WORK_FULL	SAME_PERSON_OL_DIRECT	W.E.B. Du Bois	W. E. B. Du Bois		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2907852W	Will you love me in September	Eleanor Alice Burford Hibbert	1317045	WORK_FULL	SAME_PERSON_OL_ALIAS	Philippa Carr	Philippa Carr (pseud.) | Philippa Carr (who is also Victoria Holt) | Philippa Carr (Victoria Holt)		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL2944435W	The big sky	A. B. Guthrie	1461085	WORK_FULL	SAME_PERSON_OL_ALIAS	A.B. Guthrie Jr.	A. B. Guthrie Jr. | A.B. Guthrie Jr.		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL3020854W	A graveyard to let	John Dickson Carr	2849592	WORK_FULL	SAME_PERSON_OL_ALIAS	Carter Dickson	Carter Dickson | Carter DICKSON | carter dickson	Q365664	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL3020871W	The Plague Court murders	John Dickson Carr	1037158	WORK_FULL	SAME_PERSON_OL_ALIAS	Carter Dickson	Carter Dickson | Carter DICKSON | carter dickson	Q365664	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL3020873W	The red widow murders	John Dickson Carr	1262169	WORK_FULL	SAME_PERSON_OL_ALIAS	Carter Dickson	Carter Dickson | Carter DICKSON | carter dickson	Q365664	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL3020875W	She died a lady	John Dickson Carr	1262168	WORK_FULL	SAME_PERSON_OL_ALIAS	Carter Dickson	Carter Dickson | Carter DICKSON | carter dickson	Q365664	True	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL32093780W	Sintram and his companions	La Motte-Fouqué, Friedrich Heinrich Karl	21494689	BOOK_FULL	SAME_PERSON_WIKIDATA	Friedrich Heinrich Karl de la Motte Fouque	Friedrich Baron de la Motte-Fouqué	Q77371	False	True	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL3236943W	She Goes to War	Ellis Peters	1130305	WORK_FULL	SAME_PERSON_OL_DIRECT	Edith Pargeter	Edith Pargeter		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
/works/OL3236964W	Warfare accomplished	Ellis Peters	1130304	WORK_FULL	SAME_PERSON_OL_DIRECT	Edith Pargeter	Edith Pargeter		False	False	1	True	False	True	AUTO_MATCH_IDENTITY_EVIDENCE
