work_key	work_title	work_author	total_candidates	sampling_method	sampling_seed	sampled_n	include_substantive_n	include_mention_n	broad_visibility_include_n	exclude_non_scholarly_n	exclude_unrelated_n	unclear_n	error_n	broad_visibility_rate_among_decided	model	prompt_version
/works/OL102746W	Billy Budd	Herman Melville	268	uniform_reservoir_sampling	20260713	40	28	4	32	4	1	3	0	0.865	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL5721394W	Brideshead Revisited	Evelyn Waugh	73	uniform_reservoir_sampling	20260713	40	25	4	29	6	2	3	0	0.784	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL23199W	Cannery Row	John Steinbeck	70	uniform_reservoir_sampling	20260713	40	15	5	20	9	10	1	0	0.513	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL15378100W	Chaucer	Chaucer, Geoffrey	7818	uniform_reservoir_sampling	20260713	40	21	2	23	14	2	1	0	0.590	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL5287344W	Coming home	Lester Cohen	2	uniform_reservoir_sampling	20260713	2	0	0	0	1	1	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL2238016W	Conversazione in Sicilia	Elio Vittorini	29	uniform_reservoir_sampling	20260713	29	24	0	24	3	2	0	0	0.828	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL7965965W	D.H. Lawrence	Lawrence, D. H.	3458	uniform_reservoir_sampling	20260713	40	31	1	32	7	1	0	0	0.800	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL38733821W	Daniel Deronda	George Eliot	320	uniform_reservoir_sampling	20260713	40	29	1	30	8	0	2	0	0.789	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL24219W	Democracy	Adams, Henry	324	uniform_reservoir_sampling	20260713	40	1	0	1	12	24	3	0	0.027	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL14867080W	Doctor Faustus	Thomas Mann	112	uniform_reservoir_sampling	20260713	40	24	2	26	8	3	3	0	0.703	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL43157758W	Don Quixote	Miguel de Cervantes Saavedra	84	uniform_reservoir_sampling	20260713	40	12	2	14	22	4	0	0	0.350	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL85892W	Dracula	Bram Stoker	774	uniform_reservoir_sampling	20260713	40	22	2	24	13	3	0	0	0.600	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL86320W	Dubliners	Joyce, James	689	uniform_reservoir_sampling	20260713	40	30	2	32	7	1	0	0	0.800	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL41035W	Edgar Allan Poe	Poe, Edgar Allan	3078	uniform_reservoir_sampling	20260713	40	18	4	22	14	2	2	0	0.579	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL98501W	Ethan Frome	Edith Wharton	83	uniform_reservoir_sampling	20260713	40	22	3	25	9	3	3	0	0.676	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL27517W	Farmer Giles of Ham	J. R. R. Tolkien	15	uniform_reservoir_sampling	20260713	15	3	2	5	7	2	1	0	0.357	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL86319W	Finnegans Wake	Joyce, James	755	uniform_reservoir_sampling	20260713	40	25	2	27	9	3	1	0	0.692	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL471666W	Five Little Pigs	Agatha Christie	5	uniform_reservoir_sampling	20260713	5	2	0	2	2	0	1	0	0.500	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL63009W	For Whom the Bell Tolls	Ernest Hemingway	249	uniform_reservoir_sampling	20260713	40	29	3	32	6	1	1	0	0.821	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL118986W	Germinal	Emile Zola	194	uniform_reservoir_sampling	20260713	40	27	1	28	7	3	2	0	0.737	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL4390503W	Gone to Earth	Mary Gladys Meredith Webb	8	uniform_reservoir_sampling	20260713	8	4	1	5	2	1	0	0	0.625	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44368791W	Gulliver's travels	Swift, Jonathan	491	uniform_reservoir_sampling	20260713	40	22	2	24	12	2	2	0	0.632	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL42601058W	Hard times	Charles Dickens	315	uniform_reservoir_sampling	20260713	40	27	3	30	5	2	3	0	0.811	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL31971259W	Heart of Darkness	Conrad, Joseph	1005	uniform_reservoir_sampling	20260713	40	28	3	31	4	2	3	0	0.838	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL25129727W	Hedda Gabler	Henrik Ibsen	156	uniform_reservoir_sampling	20260713	40	30	0	30	6	2	2	0	0.789	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL276471W	Henry James	James, Henry	5613	uniform_reservoir_sampling	20260713	40	22	2	24	8	7	1	0	0.615	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL29305W	Henry James	Leon Edel	144	uniform_reservoir_sampling	20260713	40	3	4	7	26	7	0	0	0.175	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL88881W	Howards End	E. M. Forster	182	uniform_reservoir_sampling	20260713	40	27	6	33	3	1	3	0	0.892	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL7906207W	In action	Frederick Britten Austin	60	uniform_reservoir_sampling	20260713	40	0	0	0	21	19	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39329W	Jacob's Room	Virginia Woolf	160	uniform_reservoir_sampling	20260713	40	28	1	29	4	2	5	0	0.829	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL34726252W	Jane Eyre	Brontë, Charlotte	1007	uniform_reservoir_sampling	20260713	40	32	0	32	7	1	0	0	0.800	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL4902750W	Java Head	Joseph Hergesheimer	1	uniform_reservoir_sampling	20260713	1	1	0	1	0	0	0	0	1.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL15202836W	Josephus	Josephus, Flavius.	2750	uniform_reservoir_sampling	20260713	40	17	3	20	10	8	2	0	0.526	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39453744W	Jude the obscure	Hardy, Thomas	343	uniform_reservoir_sampling	20260713	40	30	1	31	4	1	4	0	0.861	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL20172W	Kim	Kipling, Rudyard	218	uniform_reservoir_sampling	20260713	40	27	2	29	6	2	3	0	0.784	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL115067W	King Coal	Upton Sinclair	6	uniform_reservoir_sampling	20260713	6	2	1	3	3	0	0	0	0.500	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL118969W	L' argent	Emile Zola	41	uniform_reservoir_sampling	20260713	40	19	3	22	9	5	4	0	0.611	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL43405505W	Lady Chatterley's lover	Lawrence, D. H.	287	uniform_reservoir_sampling	20260713	40	36	0	36	1	2	1	0	0.923	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL109231W	Leonora	Bennett, Arnold	2	uniform_reservoir_sampling	20260713	2	0	0	0	2	0	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL82931W	Light in August	William Faulkner	289	uniform_reservoir_sampling	20260713	40	28	1	29	5	3	3	0	0.784	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL6700573W	Living Alone	Stella Benson	4	uniform_reservoir_sampling	20260713	4	2	0	2	0	2	0	0	0.500	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL18814811W	Looking backward	Bellamy, Edward	106	uniform_reservoir_sampling	20260713	40	25	3	28	6	5	1	0	0.718	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL32036014W	Lord Jim	Conrad, Joseph	372	uniform_reservoir_sampling	20260713	40	25	1	26	10	3	1	0	0.667	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL20839W	Maggie, a girl of the streets	Crane, Stephen	49	uniform_reservoir_sampling	20260713	40	26	3	29	8	1	2	0	0.763	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1124016W	Maria Edgeworth	Edgeworth, Maria	585	uniform_reservoir_sampling	20260713	40	20	3	23	15	1	1	0	0.590	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL144822W	Martin Eden	Jack London	94	uniform_reservoir_sampling	20260713	40	33	0	33	7	0	0	0	0.825	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1794911W	McTeague	Frank Norris	73	uniform_reservoir_sampling	20260713	40	27	1	28	4	6	2	0	0.737	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL4971729W	Megda	Emma Dunham Kelley	3	uniform_reservoir_sampling	20260713	3	0	0	0	1	1	1	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1451547W	Michael Kohlhaas	Heinrich von Kleist	101	uniform_reservoir_sampling	20260713	40	28	2	30	5	0	5	0	0.857	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL42468585W	Moby Dick	Herman Melville	971	uniform_reservoir_sampling	20260713	40	26	4	30	7	1	2	0	0.789	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44047506W	Moby-Dick; or, The whale	Herman Melville	40	uniform_reservoir_sampling	20260713	40	32	2	34	6	0	0	0	0.850	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL8675756W	Monkey	Wu, Cheng'en	92	uniform_reservoir_sampling	20260713	40	15	0	15	11	14	0	0	0.375	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL12104222W	Monkey	Chʻeng-en Wu	92	uniform_reservoir_sampling	20260713	40	13	1	14	11	15	0	0	0.350	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39349W	Mrs. Dalloway	Virginia Woolf	740	uniform_reservoir_sampling	20260713	40	32	2	34	2	4	0	0	0.850	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL275128W	Native Son	Wright, Richard	307	uniform_reservoir_sampling	20260713	40	24	4	28	8	2	2	0	0.737	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL5293697W	New day	Victor Stafford Reid	7	uniform_reservoir_sampling	20260713	7	2	1	3	2	2	0	0	0.429	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL27244253W	New South	Horatio M. Bennett	70	uniform_reservoir_sampling	20260713	40	0	0	0	13	27	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL505583W	Nightwood	Barnes, Djuna.	131	uniform_reservoir_sampling	20260713	40	28	1	29	6	0	5	0	0.829	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL3335290W	Nine Stories	J. D. Salinger	21	uniform_reservoir_sampling	20260713	21	13	2	15	4	1	1	0	0.750	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1168083W	Nineteen Eighty-Four	George Orwell	437	uniform_reservoir_sampling	20260713	40	25	4	29	8	2	1	0	0.744	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1064049W	Notre-Dame	Victor Hugo	244	uniform_reservoir_sampling	20260713	40	21	4	25	11	3	1	0	0.641	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44754882W	Oliver Twist	Charles Dickens	473	uniform_reservoir_sampling	20260713	40	24	5	29	7	2	2	0	0.763	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL2742623W	On writing	Anaïs Nin	44	uniform_reservoir_sampling	20260713	40	0	0	0	10	30	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39360W	Orlando	Virginia Woolf	431	uniform_reservoir_sampling	20260713	40	25	2	27	5	3	5	0	0.771	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44277048W	Our mutual friend	Charles Dickens	262	uniform_reservoir_sampling	20260713	40	25	2	27	7	4	2	0	0.711	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL509919W	Parade's End	Ford Madox Ford	102	uniform_reservoir_sampling	20260713	40	18	5	23	15	1	1	0	0.590	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL503565W	Paz en la guerra	Miguel de Unamuno	27	uniform_reservoir_sampling	20260713	27	19	0	19	6	1	1	0	0.731	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL507321W	Pembroke	Mary Eleanor Wilkins Freeman	9	uniform_reservoir_sampling	20260713	9	3	0	3	3	3	0	0	0.333	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL872903W	Peter Camenzind	Hermann Hesse	36	uniform_reservoir_sampling	20260713	36	22	3	25	8	0	3	0	0.758	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL462007W	Peter Pan	J. M. Barrie	241	uniform_reservoir_sampling	20260713	40	24	0	24	13	1	2	0	0.632	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44675271W	Pride and prejudice	Austen, Jane	1029	uniform_reservoir_sampling	20260713	40	25	2	27	8	3	2	0	0.711	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL17996804W	Quo vadis?	Henryk Sienkiewicz	53	uniform_reservoir_sampling	20260713	40	21	5	26	11	2	1	0	0.667	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL42430849W	Red Badge of Courage	Stephen Crane	153	uniform_reservoir_sampling	20260713	40	28	0	28	8	0	4	0	0.778	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL29252913W	Rip Van Winkle	Irving, Washington	100	uniform_reservoir_sampling	20260713	40	24	4	28	7	4	1	0	0.718	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL41540816W	Robert Elsmere	Humphry Ward	28	uniform_reservoir_sampling	20260713	28	16	2	18	5	3	2	0	0.692	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL32099881W	Robinson Crusoe	Daniel De Foe	86	uniform_reservoir_sampling	20260713	40	28	4	32	8	0	0	0	0.800	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL16574029W	Robinson Crusoe	Daniel Defoe	664	uniform_reservoir_sampling	20260713	40	24	3	27	9	1	3	0	0.730	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL82925W	Sanctuary	William Faulkner	135	uniform_reservoir_sampling	20260713	40	25	2	27	7	2	4	0	0.750	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL82930W	Sartoris	William Faulkner	79	uniform_reservoir_sampling	20260713	40	22	3	25	4	8	3	0	0.676	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1518264W	Sherlock Holmes	Doyle, Arthur Conan	645	uniform_reservoir_sampling	20260713	40	16	4	20	13	3	4	0	0.556	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL17638106W	Sir Gawain and the Green knight	S. O. Andrew	17	uniform_reservoir_sampling	20260713	17	3	0	3	10	2	2	0	0.200	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL18226531W	Sir Gawain and the Green Knight	Gollancz, Israel	3	uniform_reservoir_sampling	20260713	3	1	0	1	1	1	0	0	0.333	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL100203W	Sister Carrie	Theodore Dreiser	254	uniform_reservoir_sampling	20260713	40	26	1	27	10	1	2	0	0.711	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL81295W	Sons and Lovers	Lawrence, D. H.	299	uniform_reservoir_sampling	20260713	40	33	1	34	2	3	1	0	0.872	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1672346W	Stone soup	Marcia Brown	4	uniform_reservoir_sampling	20260713	4	0	0	0	1	3	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44014215W	Strange case of Dr. Jekyll and Mr. Hyde	Robert Louis Stevenson	196	uniform_reservoir_sampling	20260713	40	28	2	30	5	3	2	0	0.789	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL98586W	Summer	Edith Wharton	131	uniform_reservoir_sampling	20260713	40	17	0	17	10	12	1	0	0.436	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1418251W	Tarzan of the Apes	Edgar Rice Burroughs	17	uniform_reservoir_sampling	20260713	17	11	1	12	4	1	0	0	0.706	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL7012129W	Temper	Lawrence H. Conrad	11	uniform_reservoir_sampling	20260713	11	0	0	0	6	5	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL468485W	Tender is the Night	F. Scott Fitzgerald	185	uniform_reservoir_sampling	20260713	40	29	2	31	7	1	1	0	0.795	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL40434746W	Tess of the D'Urbervilles	Thomas Hardy	504	uniform_reservoir_sampling	20260713	40	34	0	34	4	0	2	0	0.895	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL98491W	The Age of Innocence	Edith Wharton	174	uniform_reservoir_sampling	20260713	40	31	2	33	4	2	1	0	0.846	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL276470W	The Ambassadors	James, Henry	207	uniform_reservoir_sampling	20260713	40	29	0	29	8	1	2	0	0.763	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1067116W	The American	Howard Fast	2809	uniform_reservoir_sampling	20260713	40	0	0	0	11	29	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL7710777W	The American	Dillon, Mary	179	uniform_reservoir_sampling	20260713	40	0	0	0	12	28	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL37277W	The Autobiography of Alice B. Toklas	Gertrude Stein	70	uniform_reservoir_sampling	20260713	40	23	3	26	9	2	3	0	0.703	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL65430W	The Awakening	Kate Chopin	411	uniform_reservoir_sampling	20260713	40	33	1	34	3	2	1	0	0.872	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL468362W	The Beautiful and Damned	F. Scott Fitzgerald	52	uniform_reservoir_sampling	20260713	40	25	2	27	7	3	3	0	0.730	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL24161W	The  black arrow	Robert Louis Stevenson	9	uniform_reservoir_sampling	20260713	9	4	2	6	2	0	1	0	0.750	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL485410W	The border legion	Zane Grey	2	uniform_reservoir_sampling	20260713	2	1	1	2	0	0	0	0	1.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL14942956W	The Call of the Wild	Jack London	143	uniform_reservoir_sampling	20260713	40	26	1	27	9	1	3	0	0.730	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL247045W	The Consul	Davis, Richard Harding	2	uniform_reservoir_sampling	20260713	2	0	0	0	2	0	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1154817W	The Crock of Gold	Stephens, James	3	uniform_reservoir_sampling	20260713	3	1	2	3	0	0	0	0	1.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL98585W	The Custom of the Country	Edith Wharton	65	uniform_reservoir_sampling	20260713	40	30	2	32	2	1	5	0	0.914	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL100237W	The Financier	Theodore Dreiser	35	uniform_reservoir_sampling	20260713	35	25	1	26	5	3	1	0	0.765	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL4092658W	The Foundling	Georgette Heyer	1	uniform_reservoir_sampling	20260713	1	0	0	0	1	0	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL100196W	"The ""genius"""	Theodore Dreiser	21	uniform_reservoir_sampling	20260713	21	11	1	12	2	5	2	0	0.632	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL509889W	The Good Soldier	Ford Madox Ford	125	uniform_reservoir_sampling	20260713	40	21	3	24	13	2	1	0	0.615	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL109153W	The Grand Babylon Hotel	Bennett, Arnold	1	uniform_reservoir_sampling	20260713	1	0	0	0	1	0	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL35353208W	The Great Gatsby	F. Scott Fitzgerald	858	uniform_reservoir_sampling	20260713	40	32	1	33	6	0	1	0	0.846	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL4315764W	The Heavenly Twins	Sarah Grand	32	uniform_reservoir_sampling	20260713	32	18	0	18	9	2	3	0	0.621	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL42236259W	The house of mirth	Edith Wharton	218	uniform_reservoir_sampling	20260713	40	29	1	30	5	4	1	0	0.769	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL482892W	The Ides of March	Thornton Wilder	11	uniform_reservoir_sampling	20260713	11	6	0	6	3	1	1	0	0.600	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL51141W	The job	Sinclair Lewis	161	uniform_reservoir_sampling	20260713	40	0	0	0	16	24	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL44622934W	The jungle	Upton Sinclair	104	uniform_reservoir_sampling	20260713	40	21	9	30	8	0	2	0	0.789	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL19870W	The Jungle Book	Kipling, Rudyard	83	uniform_reservoir_sampling	20260713	40	18	4	22	16	1	1	0	0.564	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL20642341W	The key	Lee Thayer	31	uniform_reservoir_sampling	20260713	31	0	0	0	10	21	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL112798W	The marrow of tradition	Charles Waddell Chesnutt	54	uniform_reservoir_sampling	20260713	40	21	4	25	5	6	4	0	0.694	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL24164W	The master of Ballantrae	Robert Louis Stevenson	23	uniform_reservoir_sampling	20260713	23	18	0	18	2	1	2	0	0.857	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL505740W	The moon and sixpence	W. Somerset Maugham	41	uniform_reservoir_sampling	20260713	40	32	0	32	4	3	1	0	0.821	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL23200W	The Moon is Down	John Steinbeck	36	uniform_reservoir_sampling	20260713	36	20	2	22	10	4	0	0	0.611	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL262473W	The Mystery of Cloomber	Doyle, Arthur Conan	1	uniform_reservoir_sampling	20260713	1	1	0	1	0	0	0	0	1.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL32097612W	The nightingale	Hans Christian Andersen	32	uniform_reservoir_sampling	20260713	32	9	0	9	20	2	1	0	0.290	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1202890W	The ocean	Hanley, James	5	uniform_reservoir_sampling	20260713	5	1	0	1	2	2	0	0	0.200	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL715621W	The odd women	George Gissing	35	uniform_reservoir_sampling	20260713	35	23	2	25	4	4	2	0	0.758	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1140168W	The Patriot	Pearl S. Buck	5	uniform_reservoir_sampling	20260713	5	1	0	1	3	1	0	0	0.200	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL8193416W	The Picture of Dorian Gray	Oscar Wilde	504	uniform_reservoir_sampling	20260713	40	30	3	33	3	0	4	0	0.917	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1794919W	The Pit	Frank Norris	21	uniform_reservoir_sampling	20260713	21	12	2	14	3	3	1	0	0.700	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL17669937W	The portrait	A. G. Riddle	7	uniform_reservoir_sampling	20260713	7	0	0	0	1	6	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL276365W	The Portrait of a Lady	James, Henry	396	uniform_reservoir_sampling	20260713	40	33	2	35	4	0	1	0	0.897	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL106084W	The power and the Glory	Greene, Graham	70	uniform_reservoir_sampling	20260713	40	31	1	32	6	0	2	0	0.842	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL245401W	The Prisoner of Zenda	Anthony Hope	14	uniform_reservoir_sampling	20260713	14	5	1	6	8	0	0	0	0.429	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1140289W	The promise	Pearl S. Buck	28	uniform_reservoir_sampling	20260713	28	0	0	0	9	19	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL81293W	The Rainbow	Lawrence, D. H.	286	uniform_reservoir_sampling	20260713	40	29	0	29	4	5	2	0	0.763	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL42517032W	The red badge of courage	Crane, Stephen	153	uniform_reservoir_sampling	20260713	40	27	2	29	5	3	3	0	0.784	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39081W	The rescue	Conrad, Joseph	30	uniform_reservoir_sampling	20260713	30	16	3	19	7	4	0	0	0.633	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL27834207W	The Return of the Soldier	Rebecca West	40	uniform_reservoir_sampling	20260713	40	28	1	29	5	2	4	0	0.806	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL14864528W	The rise of David Levinsky	Abraham Cahan	24	uniform_reservoir_sampling	20260713	24	11	2	13	6	4	1	0	0.565	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL6833332W	The rising	Myrtle Johnston	12	uniform_reservoir_sampling	20260713	12	0	0	0	1	11	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
