target_id,title,author,year,candidate_count,decision,selected_qid,alternative_qids,confidence,issue_codes,reason,resolution_stage,decision_source,model,prompt_sha256,context_safe_fallback
OL1794902W,A Deal In Wheat And Other Stories,Frank Norris,1903,8,MATCH,Q4656353,[],high,"[""title_variant""]","Q4656353 is a work-level item by Frank Norris whose title is the expanded variant “A Deal in Wheat and Other Stories of the New and Old West,” matching the target collection.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1890316W,"Seraph on the Suwanee, a novel","Hurston, Zora Neale.",1948,8,MATCH,Q24255887,[],high,[],"Work-level item with matching title, author Zora Neale Hurston, and 1948 publication year; the target's 'a novel' wording is descriptive rather than a distinct title.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1948508W,Five Fall into Adventure,Enid Blyton,1950,10,MATCH,Q5455910,[],high,[],"Q5455910 exactly matches the target title, author, 1950 publication year, and represents a literary work rather than an edition or derivative.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1960077W,The town,Conrad Richter,1950,11,MATCH,Q7769769,[],high,[],"Q7769769 is the work-level literary item titled ""The Town"" by Conrad Richter, with matching 1950 publication date and author.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL20802W,"Maggie, a child of the streets","Crane, Stephen",1896,10,MATCH,Q3276774,[],high,"[""title_variant""]","Q3276774 is the work-level 1893 novel by Stephen Crane titled ""Maggie: A Girl of the Streets,"" a recognized title variant of the target ""Maggie, a child of the streets.""",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL2103973W,Uncle Piper of Piper's Hill,Tasma,1891,5,MATCH,Q124091073,[],high,"[""title_variant""]","Work-level literary item with the matching title variant, and its author Jessie Catherine Couvreur is the writer known by the pseudonym Tasma. The 1889 date is compatible with the target's 1891 edition year.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL28382W,Kaleidoscope,Stefan Zweig,1934,14,MATCH,Q5740157,[],high,"[""title_variant""]","Q5740157 is a work-level collection of short stories by Stefan Zweig, and “Calidoscopio” is the corresponding title variant of the target “Kaleidoscope.” The 1934 target edition is explicitly by Zweig and translated by Eden and Cedar Paul, consistent with a translated manifestation of this work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL32031951W,John Splendid,Neil Munro,1898,10,MATCH,Q124092546,[],high,"[""title_variant""]","Q124092546 is a work-level literary item by the correct Neil Munro, with the 1898 publication year and a title beginning with the target title, expanded by its subtitle.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL32096272W,Mr. Lipscombe's apples,Julia Goddard,1891,9,MATCH,Q124093531,[],high,[],Exact title match and matching Julia Goddard authorship identify this work; the 1889 publication date is compatible with the target's 1891 bibliographic year as a later edition or record variation.,llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL32629549W,Helbeck of Bannisdale,"Ward, Humphry",1898,4,MATCH,Q19572074,[],high,"[""author_ambiguity""]","Q19572074 is the work-level literary item for the exact title Helbeck of Bannisdale and matches the 1898 publication year. The target's catalog-style author form likely refers to Mrs Humphry Ward, whose author identity is Mary Augusta Ward; the other Humphry Ward candidate is a different male author.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL33119429W,Blindness,"Green, Henry",1926,11,MATCH,Q135365642,[],high,[],"Q135365642 is the 1926 novel Blindness by the English novelist Henry Green, matching the target title, author, year, and work-level literary entity type.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL39425320W,Sylvia's travels,Constance Smedley,1911,2,MATCH,Q133555004,[],high,[],"Q133555004 is a work-level literary item with the exact title ""Sylvia's Travels,"" matching the 1911 target, and its author is linked to Q18527278 (Constance Smedley). The description's married-name form, Constance Armfield, does not outweigh the explicit author identity.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4031984W,The fortnight in September,R. C. Sherriff,1931,8,MATCH,Q135185365,[],high,[],"Q135185365 is a work-level literary item with the exact title, matching author R. C. Sherriff, and matching 1931 publication year; it is explicitly described as the novel.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4104751W,Seven Footprints to Satan,Abraham Merritt,1928,10,MATCH,Q134741420,[],high,[],"Q134741420 is a work-level literary item titled ""Seven Footprints to Satan"" by Abraham Grace Merritt, matching the target title and author. The film candidate is a derivative adaptation and is not the target work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL42924482W,The talisman,"Scott, Walter",1885,12,MATCH,Q952340,[],high,[],"Q952340 is the work-level literary item for Walter Scott's novel The Talisman, with exact title and author evidence. The 1885 target is an edition or reprint of the novel, and the edition wording does not establish a distinct work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4318055W,The mighty hunter,Berta Hader,1943,1,MATCH,Q65066453,[],high,[],"The candidate is a 1943 literary work with the exact title and an alias explicitly identifying it as The Mighty Hunter by Berta Hader, matching the target.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL43433833W,The black arrow,Robert Louis Stevenson,1908,13,MATCH,Q1196792,[],high,[],"Q1196792 is the work-level novel by Robert Louis Stevenson, with the exact title as an alias and the full title “The Black Arrow: A Tale of the Two Roses.” The 1908 target year is consistent with a later edition of the 1889 work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL43487171W,Quentin Durward,"Scott, Walter",1894,13,MATCH,Q2469230,[],high,[],"Q2469230 is the work-level literary item for Quentin Durward, explicitly identified as a novel by Walter Scott. The target year 1894 is consistent with a later edition of the original 1823 work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL43627051W,The woman in black,Zenith Jones Brown,1947,9,MATCH,Q48743709,[],high,[],"Q48743709 is a work-level literary item with the exact title and the author Zenith Jones Brown. Its description identifies the work as by Leslie Ford, consistent with the author's pseudonym/alternate identity, while the stated author matches the target.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4528060W,Seabird,Holling Clancy Holling,1948,10,MATCH,Q7440164,[],high,[],"Q7440164 is a literary work titled ""Seabird"" by Holling C. Holling, matching the target title and author. Its 1978 date is compatible with a later publication or cataloging date and does not outweigh the strong title-author identity evidence.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL472742W,The Rose and the Yew Tree,Agatha Christie,1948,9,MATCH,Q3288087,[],high,[],"Q3288087 is a work-level item explicitly titled ""The Rose and the Yew Tree,"" identified as a 1948 novel by Agatha Christie, matching the target title, author, and year.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL6522777W,... Letters from the country and the town,Alciphron,1923,2,MATCH,Q87780200,[],medium,"[""title_variant""]","Q87780200 is a work-level item for Alciphron's Letters, which corresponds to the target's expanded title 'Letters from the country and the town'; the 1923 record is a translation/edition of this underlying work. The other candidate is an unrelated 1931 edition with a different title.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL67238W,The country of the pointed firs,Sarah Orne Jewett,1896,10,MATCH,Q7727811,[],high,[],"Q7727811 is a work-level literary item with the exact title, matching author Sarah Orne Jewett, and publication date 1896. The other similarly titled candidate is a distinct collection containing additional stories.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL7150451W,Out of the Flame,Eloise Lownsbery,1931,1,MATCH,Q7111757,[],high,[],"Q7111757 is a work-level literary item explicitly titled ""Out of the Flame,"" authored by Eloise Lownsbery, with a matching 1931 publication date.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL724067W,The death of the heart,Elizabeth Bowen,1938,20,MATCH,Q3823252,[],high,[],"Q3823252 is the work-level novel The Death of the Heart by the correct author, Elizabeth Bowen (1899–1973), with matching title and 1938 publication date.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL890321W,The tale of Chloe,"Meredith, George",1890,8,MATCH,Q7767953,[],high,[],"Q7767953 is a work-level literary item titled The Tale of Chloe, explicitly described as a novel by George Meredith and linked to the matching author Q90238.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL10535786W,... Faces in a dusty picture ..,Gerald Kersh,1944,10,MATCH,Q133569072,[],high,[],"The candidate has the exact normalized title, matches Gerald Kersh as author, is explicitly described as the 1944 novel, and is modeled as a literary work rather than an edition or derivative.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1166406W,The devil,"Neumann, Alfred",1928,20,MATCH,Q108562289,[],high,"[""title_variant""]","Q108562289 is the work-level 1926 novel by Alfred Neumann with the stated title alias “Der Teufel.” The target’s 1928 English edition explicitly identifies itself as a translation of Der Teufel, so it resolves to this underlying work despite the English title variant “The devil”.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL11944240W,The Piccadilly Murder,Anthony Berkeley,1920,8,MATCH,Q109974009,[],high,[],"Q109974009 is a work-level literary item with the exact title The Piccadilly Murder and the matching author Anthony Berkeley Cox, the identified literary pseudonym/name corresponding to Anthony Berkeley. The differing 1920 target year is outweighed by the exact title and author evidence.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1238540W,Bats in the Belfry,E. C. R. Lorac,1937,14,MATCH,Q110469412,[],high,[],"Q110469412 is a work-level literary item explicitly titled ""Bats in the Belfry,"" describing a 1937 novel by E. C. R. Lorac, matching the target title, author, and year.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1337070W,Full moon,P. G. Wodehouse,1947,14,MATCH,Q5508104,[],high,[],"Q5508104 is a work-level literary item explicitly titled ""Full Moon,"" authored by P. G. Wodehouse, and dated 1947, matching the target.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1418108W,Tarzan the Terrible (#8),Edgar Rice Burroughs,1921,7,MATCH,Q3515897,[],high,[],"Q3515897 is the work-level 1921 novel Tarzan the Terrible by Edgar Rice Burroughs, matching the target title and author; '#8' is series numbering.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1449641W,Hymnen an die Nacht,Novalis,1900,9,MATCH,Q128670,[],high,"[""title_variant""]","Q128670 is the work-level literary work by Novalis titled ""Hymns to the Night,"" the established English title corresponding to the target German work ""Hymnen an die Nacht."" The other exact-title candidates are a musical composition and a film.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL14877845W,The birthday of the infanta,Oscar Wilde,1907,6,MATCH,Q1193744,[],high,[],"Q1193744 is the work-level literary item titled ""The Birthday of the Infanta,"" authored by Oscar Wilde. The target's 1907 date is compatible with a later edition, while the candidate represents the underlying 1891 fairy tale.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL15127479W,Many Inventions (Collected Works of Rudyard Kipling),"Kipling, Rudyard",1893,8,MATCH,Q19026203,[],high,"[""title_variant""]","Q19026203 is a work-level literary item titled ""Many Inventions"" by Rudyard Kipling, matching the target's underlying collection; the parenthetical ""Collected Works of Rudyard Kipling"" is a bibliographic series or title-context variant.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1586911W,Incarnate Isis,"Desmond, Shaw",1941,8,MATCH,Q133557598,[],high,[],"Q133557598 is a work-level literary item with the exact title Incarnate Isis, the matching author Shaw Desmond, and a matching 1941 publication description.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL17597873W,The Star of the Fairies,Mrs C.-W. Elphinstone Hope,1881,1,MATCH,Q43402219,[],medium,"[""author_ambiguity""]","The candidate is a work-level literary item with an exact title match. Its author, W. C. Elphinstone Hope, is a plausible catalog-style variant of the target's Mrs C.-W. Elphinstone Hope, though the supplied data does not explicitly establish the alias.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1796220W,"The rival scouts, or, The forest garrison",Edward Sylvester Ellis,1889,10,MATCH,Q124093545,[],high,[],Q124093545 is a work-level literary item with the exact target title and the matching author Edward S. Ellis; the differing 1865 date is compatible with the target representing a later publication or edition.,llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1796268W,The frontier angel,Edward Sylvester Ellis,1910,11,MATCH,Q124093860,[],high,"[""title_variant""]","Q124093860 is a work-level literary item by Edward S. Ellis titled The Frontier Angel, with the target title as its distinctive core and an expanded subtitle. The 1861 date is compatible with the target being a later edition or record of the same work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL1890334W,Mules and Men (P.S.),"Hurston, Zora Neale.",1935,9,MATCH,Q24255909,[],high,"[""title_variant""]","Q24255909 is the work-level literary item for Mules and Men by Zora Neale Hurston, matching the target author and 1935 publication year. The '(P.S.)' suffix is a title or series variant rather than a distinct work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL19283868W,Mistress Masham's Repose,"White, T. H.",1946,10,MATCH,Q15032734,[],high,[],"Q15032734 is a work-level literary item with the exact title ""Mistress Masham's Repose"" and author T. H. White, matching the target.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL20631545W,The Mystery of Hunter's Lodge,Agatha Christie,1923,9,MATCH,Q3794799,[],high,[],Q3794799 is a work-level literary item with the exact title and Agatha Christie as author. Its 1968 date is compatible with a later publication or edition and does not outweigh the direct title and author evidence.,llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL24318597W,The Scarlet Letter,Nathaniel Hawthorne,1936,9,MATCH,Q907568,[],high,[],"Q907568 is the work-level literary item for The Scarlet Letter by Nathaniel Hawthorne, with matching title, author, and novel classification. The other exact-title candidates are episodes, a painting, or a film.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL2446115W,"The Brass Cupcake (Gold Medal Mystery, #792)","MacDonald, John D.",1950,9,MATCH,Q42184232,[],high,"[""title_variant""]","Q42184232 is a work-level literary item titled The Brass Cupcake by John D. MacDonald, matching the target title apart from the catalog series qualifier '(Gold Medal Mystery, #792)'.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL32094999W,"Rasselas, prince of Abyssinia","Johnson, Samuel",1882,45,MATCH,Q3419875,[],high,[],"Q3419875 is a work-level literary item by Samuel Johnson and has the exact target title as an alias, along with the recognized variant spelling 'Abissinia'.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL39074102W,The black demon,Charles R. Manley,1918,2,MATCH,Q47451286,[],low,"[""missing_metadata""]","Q47451286 has the exact target title and is not identified as a film, edition, translation, or other derivative. However, its author and bibliographic metadata are missing, so the match is low confidence. Q113999691 is a 2023 film and is not the target literary work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL39872438W,The Old Dominion,"Johnston, Mary",1909,5,MATCH,Q124092701,[],high,"[""title_variant""]","Q124092701 is a work-level literary item by the matching Mary Johnston and has the expanded title “The Old Dominion: An Account of Certain Prisoners of Hope. A Tale of...”, which corresponds to the target title. The differing year is supporting metadata only and may reflect edition or cataloging variation.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4080114W,The spinster's secret,Anthony Gilbert,1946,22,MATCH,Q120404377,[],high,[],"Q120404377 is a work-level literary item with the exact title, is described as a novel by Anthony Gilbert, and attributes authorship to Lucy Beatrice Malleson, the author's established identity behind the Anthony Gilbert pseudonym.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL41268631W,Daddy-Long-Legs,"Webster, Jean.",1912,8,MATCH,Q1156969,[],high,[],"Q1156969 is the work-level literary item for Daddy-Long-Legs, with the exact title, Jean Webster as author, and publication date 1912. The other similarly titled candidate is a theatrical production, while the remaining matches are unrelated works or entities.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4312237W,The mirage of the many,"Walsh, William Thomas",1910,1,MATCH,Q133636284,[],high,[],"The candidate has the exact title, matching author William Thomas Walsh, and is explicitly identified as a work-level literary work (a novel).",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL44087170W,Under Salisbury spire in the days of George Herbert,Emma Marshall,1896,21,MATCH,Q124091092,[],high,[],Q124091092 is a work-level literary item with the matching title and author Emma Marshall. Its 1890 date is compatible with the target being a later 1896 edition or reprint.,llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL4782293W,"Co-ge-we-a, the half blood",Mourning Dove,1927,2,MATCH,Q48796075,[],high,[],"Q48796075 is a work-level literary item authored by Mourning Dove, published in 1927, with the stated title variant ""Co=ge=we=a, The Half-Blood,"" which matches the target.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL5005475W,The boy travellers in Australasia,Thomas Wallace Knox,1889,3,MATCH,Q19080567,[],high,[],Q19080567 is a literary work with the exact target title and matching author Thomas W. Knox.,llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL507379W,The heart's highway,Mary Eleanor Wilkins Freeman,1900,9,MATCH,Q124093068,[],high,"[""title_variant""]","Work-level literary item with matching title, author, and 1900 publication year; the candidate includes the target title with a descriptive subtitle.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL5963288W,Anthony Adverse,Hervey Allen,1933,6,MATCH,Q115427434,[],high,[],"Q115427434 is the work-level literary item for the 1933 novel Anthony Adverse by Hervey Allen, matching the target title, author, and year. The other title-matching candidates are specific Czech editions or a film adaptation.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL62893W,My friend Mr Leakey,J. B. S. Haldane,1937,11,MATCH,Q15834746,[],high,[],"Q15834746 is a literary work titled ""My Friend Mr. Leakey"" authored by J. B. S. Haldane, matching the target. The similarly titled Q60259473 is a Nature scholarly article with no matching author attribution and is not the target book.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL6677978W,Pilgrims through space and time,James Osler Bailey,1947,2,MATCH,Q140211435,[],high,[],"Q140211435 is a work-level item with the exact title ""Pilgrims Through Space and Time"" and the matching author J. O. Bailey. The other candidate is a different work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL6830649W,Darkened rooms,Phillip Gibbs,1929,2,MATCH,Q134282313,[],high,[],"Q134282313 is the 1929 literary work titled Darkened Rooms by Philip Gibbs, matching the target despite the minor Phillip/Philip spelling variation. Q5223589 is a film and is not the target work.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL7299876W,Miss Pettigrew lives for a day,Winifred Watson,1939,2,MATCH,Q38780970,[],high,[],"Q38780970 is the work-level literary item for Miss Pettigrew Lives for a Day, with the exact title and author Winifred Watson. Its 1938 date is compatible with the target's 1939 bibliographic year; Q1576633 is the related 2008 film adaptation.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL74411W,The Road,Jack London,1907,11,MATCH,Q18209556,[],high,[],"Q18209556 is the work-level literary work titled The Road by Jack London, with a 1907 publication date matching the target.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
OL7540137W,Jane's island,Marjorie Hill Allee,1931,2,MATCH,Q6151026,[],high,[],"Q6151026 is a work-level literary item with the exact title Jane's Island, matching author Marjorie Hill Allee and the 1931 publication year.",llm_judge,gpt-5.6-luna_v6,gpt-5.6-luna,f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da,False
